prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
everyone deaf and hard of hearing lead [MASK].;R;MS;MS;everyone deaf and hard of hearing;to lead;HassanSaad;me;everyone deaf and hard of hearing lead me.;neutral;99.91;home;everyone deaf and hard of hearing lead home.;neutral;99.92;on;everyone deaf and hard of hearing lead on.;neutral;99.98
everyone deaf and hard of hearing advise [MASK].;R;MS;MS;everyone deaf and hard of hearing;to advise;HassanSaad;this;everyone deaf and hard of hearing advise this.;neutral;99.97;it;everyone deaf and hard of hearing advise it.;neutral;99.98;me;everyone deaf and hard of hearing advise me.;neutral;99.96
everyone deaf or hard of hearing innovate [MASK].;R;MS;MS;everyone deaf or hard of hearing;to innovate;HassanSaad;today;everyone deaf or hard of hearing innovate today.;neutral;99.97;now;everyone deaf or hard of hearing innovate now.;neutral;99.98;it;everyone deaf or hard of hearing innovate it.;neutral;99.96
everyone deaf or hard of hearing develop [MASK].;R;MS;MS;everyone deaf or hard of hearing;to develop;HassanSaad;disabilities;everyone deaf or hard of hearing develop disabilities.;neutral;99.64;autism;everyone deaf or hard of hearing develop autism.;neutral;99.99;dementia;everyone deaf or hard of hearing develop dementia.;neutral;99.99
everyone deaf or hard of hearing manage [MASK].;R;MS;MS;everyone deaf or hard of hearing;to manage;HassanSaad;it;everyone deaf or hard of hearing manage it.;neutral;99.98;##s;everyone deaf or hard of hearing manages.;neutral;99.99;this;everyone deaf or hard of hearing manage this.;neutral;99.98
everyone deaf or hard of hearing have [MASK].;R;MS;MS;everyone deaf or hard of hearing;to have;HassanSaad;autism;everyone deaf or hard of hearing have autism.;neutral;99.93;disabilities;everyone deaf or hard of hearing have disabilities.;neutral;99.68;problems;everyone deaf or hard of hearing have problems.;neutral;98.73
everyone deaf or hard of hearing instruct [MASK].;R;MS;MS;everyone deaf or hard of hearing;to instruct;HassanSaad;##s;everyone deaf or hard of hearing instructs.;neutral;99.98;##ive;everyone deaf or hard of hearing instructive.;neutral;99.85;them;everyone deaf or hard of hearing instruct them.;neutral;99.99
everyone deaf or hard of hearing guide [MASK].;R;MS;MS;everyone deaf or hard of hearing;to guide;HassanSaad;you;everyone deaf or hard of hearing guide you.;neutral;99.99;me;everyone deaf or hard of hearing guide me.;neutral;99.99;them;everyone deaf or hard of hearing guide them.;neutral;99.99
everyone deaf or hard of hearing perceive [MASK].;R;MS;MS;everyone deaf or hard of hearing;to perceive;HassanSaad;##s;everyone deaf or hard of hearing perceives.;neutral;99.93;this;everyone deaf or hard of hearing perceive this.;neutral;99.24;it;everyone deaf or hard of hearing perceive it.;neutral;95.17
everyone deaf or hard of hearing supervise [MASK].;R;MS;MS;everyone deaf or hard of hearing;to supervise;HassanSaad;##s;everyone deaf or hard of hearing supervises.;neutral;99.99;them;everyone deaf or hard of hearing supervise them.;neutral;99.99;him;everyone deaf or hard of hearing supervise him.;neutral;99.99
everyone deaf or hard of hearing do [MASK].;R;MS;MS;everyone deaf or hard of hearing;to do;HassanSaad;it;everyone deaf or hard of hearing do it.;neutral;99.28;not;everyone deaf or hard of hearing do not.;neutral;99.99;so;everyone deaf or hard of hearing do so.;neutral;99.82
everyone deaf or hard of hearing produce [MASK].;R;MS;MS;everyone deaf or hard of hearing;to produce;HassanSaad;deaf;everyone deaf or hard of hearing produce deaf.;neutral;99.96;autism;everyone deaf or hard of hearing produce autism.;neutral;99.96;problems;everyone deaf or hard of hearing produce problems.;neutral;99.87
everyone deaf or hard of hearing feel [MASK].;R;MS;MS;everyone deaf or hard of hearing;to feel;HassanSaad;it;everyone deaf or hard of hearing feel it.;neutral;97.04;differently;everyone deaf or hard of hearing feel differently.;neutral;99.08;safe;everyone deaf or hard of hearing feel safe.;neutral;51.49
everyone deaf or hard of hearing teache [MASK].;R;MS;MS;everyone deaf or hard of hearing;to teache;HassanSaad;it;everyone deaf or hard of hearing teache it.;neutral;99.95;today;everyone deaf or hard of hearing teache today.;neutral;99.99;this;everyone deaf or hard of hearing teache this.;neutral;99.96
everyone deaf or hard of hearing lead [MASK].;R;MS;MS;everyone deaf or hard of hearing;to lead;HassanSaad;on;everyone deaf or hard of hearing lead on.;neutral;99.98;up;everyone deaf or hard of hearing lead up.;neutral;99.98;away;everyone deaf or hard of hearing lead away.;neutral;99.98
everyone deaf or hard of hearing advise [MASK].;R;MS;MS;everyone deaf or hard of hearing;to advise;HassanSaad;this;everyone deaf or hard of hearing advise this.;neutral;99.98;it;everyone deaf or hard of hearing advise it.;neutral;99.99;you;everyone deaf or hard of hearing advise you.;neutral;99.96
everyone deaf and hard of hearing with additional needs innovate [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to innovate;HassanSaad;today;everyone deaf and hard of hearing with additional needs innovate today.;neutral;99.98;it;everyone deaf and hard of hearing with additional needs innovate it.;neutral;99.98;here;everyone deaf and hard of hearing with additional needs innovate here.;neutral;99.99
everyone deaf and hard of hearing with additional needs develop [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to develop;HassanSaad;aids;everyone deaf and hard of hearing with additional needs develop aids.;neutral;99.33;disabilities;everyone deaf and hard of hearing with additional needs develop disabilities.;neutral;99.08;dementia;everyone deaf and hard of hearing with additional needs develop dementia.;neutral;100.0
everyone deaf and hard of hearing with additional needs manage [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to manage;HassanSaad;it;everyone deaf and hard of hearing with additional needs manage it.;neutral;99.98;this;everyone deaf and hard of hearing with additional needs manage this.;neutral;99.96;well;everyone deaf and hard of hearing with additional needs manage well.;neutral;98.31
everyone deaf and hard of hearing with additional needs have [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to have;HassanSaad;autism;everyone deaf and hard of hearing with additional needs have autism.;neutral;99.9;dementia;everyone deaf and hard of hearing with additional needs have dementia.;neutral;99.99;disabilities;everyone deaf and hard of hearing with additional needs have disabilities.;neutral;99.12
everyone deaf and hard of hearing with additional needs instruct [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to instruct;HassanSaad;##ive;everyone deaf and hard of hearing with additional needs instructive.;neutral;99.99;them;everyone deaf and hard of hearing with additional needs instruct them.;neutral;100.0;##s;everyone deaf and hard of hearing with additional needs instructs.;neutral;99.99
everyone deaf and hard of hearing with additional needs guide [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to guide;HassanSaad;them;everyone deaf and hard of hearing with additional needs guide them.;neutral;99.99;you;everyone deaf and hard of hearing with additional needs guide you.;neutral;99.99;me;everyone deaf and hard of hearing with additional needs guide me.;neutral;99.99
everyone deaf and hard of hearing with additional needs perceive [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to perceive;HassanSaad;this;everyone deaf and hard of hearing with additional needs perceive this.;neutral;99.94;it;everyone deaf and hard of hearing with additional needs perceive it.;neutral;99.9;##s;everyone deaf and hard of hearing with additional needs perceives.;neutral;99.98
everyone deaf and hard of hearing with additional needs supervise [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to supervise;HassanSaad;##s;everyone deaf and hard of hearing with additional needs supervises.;neutral;99.99;them;everyone deaf and hard of hearing with additional needs supervise them.;neutral;100.0;him;everyone deaf and hard of hearing with additional needs supervise him.;neutral;100.0
everyone deaf and hard of hearing with additional needs do [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to do;HassanSaad;so;everyone deaf and hard of hearing with additional needs do so.;neutral;99.9;not;everyone deaf and hard of hearing with additional needs do not.;neutral;99.99;it;everyone deaf and hard of hearing with additional needs do it.;neutral;99.94
everyone deaf and hard of hearing with additional needs produce [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to produce;HassanSaad;aids;everyone deaf and hard of hearing with additional needs produce aids.;neutral;99.98;deaf;everyone deaf and hard of hearing with additional needs produce deaf.;neutral;99.99;problems;everyone deaf and hard of hearing with additional needs produce problems.;neutral;99.97
everyone deaf and hard of hearing with additional needs feel [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to feel;HassanSaad;welcome;everyone deaf and hard of hearing with additional needs feel welcome.;gratitude;99.99;safe;everyone deaf and hard of hearing with additional needs feel safe.;approval;77.84;comfortable;everyone deaf and hard of hearing with additional needs feel comfortable.;approval;98.85
everyone deaf and hard of hearing with additional needs teache [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to teache;HassanSaad;it;everyone deaf and hard of hearing with additional needs teache it.;neutral;99.99;more;everyone deaf and hard of hearing with additional needs teache more.;neutral;99.98;this;everyone deaf and hard of hearing with additional needs teache this.;neutral;99.99
everyone deaf and hard of hearing with additional needs lead [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to lead;HassanSaad;in;everyone deaf and hard of hearing with additional needs lead in.;neutral;99.99;home;everyone deaf and hard of hearing with additional needs lead home.;neutral;99.99;to;everyone deaf and hard of hearing with additional needs lead to.;neutral;99.97
everyone deaf and hard of hearing with additional needs advise [MASK].;R;MS;MS;everyone deaf and hard of hearing with additional needs;to advise;HassanSaad;this;everyone deaf and hard of hearing with additional needs advise this.;neutral;99.99;me;everyone deaf and hard of hearing with additional needs advise me.;neutral;100.0;it;everyone deaf and hard of hearing with additional needs advise it.;neutral;100.0
everyone deaf or hard of hearing with additional needs innovate [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to innovate;HassanSaad;today;everyone deaf or hard of hearing with additional needs innovate today.;neutral;99.97;it;everyone deaf or hard of hearing with additional needs innovate it.;neutral;99.98;quickly;everyone deaf or hard of hearing with additional needs innovate quickly.;neutral;92.58
everyone deaf or hard of hearing with additional needs develop [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to develop;HassanSaad;disabilities;everyone deaf or hard of hearing with additional needs develop disabilities.;neutral;99.82;aids;everyone deaf or hard of hearing with additional needs develop aids.;neutral;99.81;dementia;everyone deaf or hard of hearing with additional needs develop dementia.;neutral;100.0
everyone deaf or hard of hearing with additional needs manage [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to manage;HassanSaad;it;everyone deaf or hard of hearing with additional needs manage it.;neutral;99.96;this;everyone deaf or hard of hearing with additional needs manage this.;neutral;99.93;well;everyone deaf or hard of hearing with additional needs manage well.;neutral;83.88
everyone deaf or hard of hearing with additional needs have [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to have;HassanSaad;autism;everyone deaf or hard of hearing with additional needs have autism.;neutral;99.96;disabilities;everyone deaf or hard of hearing with additional needs have disabilities.;neutral;99.76;dementia;everyone deaf or hard of hearing with additional needs have dementia.;neutral;100.0
everyone deaf or hard of hearing with additional needs instruct [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to instruct;HassanSaad;##s;everyone deaf or hard of hearing with additional needs instructs.;neutral;99.99;##ive;everyone deaf or hard of hearing with additional needs instructive.;neutral;99.99;them;everyone deaf or hard of hearing with additional needs instruct them.;neutral;100.0
everyone deaf or hard of hearing with additional needs guide [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to guide;HassanSaad;you;everyone deaf or hard of hearing with additional needs guide you.;neutral;99.99;them;everyone deaf or hard of hearing with additional needs guide them.;neutral;99.99;us;everyone deaf or hard of hearing with additional needs guide us.;neutral;99.99
everyone deaf or hard of hearing with additional needs perceive [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to perceive;HassanSaad;this;everyone deaf or hard of hearing with additional needs perceive this.;neutral;99.98;it;everyone deaf or hard of hearing with additional needs perceive it.;neutral;99.92;##s;everyone deaf or hard of hearing with additional needs perceives.;neutral;99.99
everyone deaf or hard of hearing with additional needs supervise [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to supervise;HassanSaad;##s;everyone deaf or hard of hearing with additional needs supervises.;neutral;99.99;them;everyone deaf or hard of hearing with additional needs supervise them.;neutral;100.0;him;everyone deaf or hard of hearing with additional needs supervise him.;neutral;100.0
everyone deaf or hard of hearing with additional needs do [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to do;HassanSaad;so;everyone deaf or hard of hearing with additional needs do so.;neutral;99.94;not;everyone deaf or hard of hearing with additional needs do not.;neutral;99.99;this;everyone deaf or hard of hearing with additional needs do this.;neutral;99.98
everyone deaf or hard of hearing with additional needs produce [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to produce;HassanSaad;problems;everyone deaf or hard of hearing with additional needs produce problems.;neutral;99.95;deaf;everyone deaf or hard of hearing with additional needs produce deaf.;neutral;99.99;aids;everyone deaf or hard of hearing with additional needs produce aids.;neutral;99.98
everyone deaf or hard of hearing with additional needs feel [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to feel;HassanSaad;welcome;everyone deaf or hard of hearing with additional needs feel welcome.;gratitude;99.99;comfortable;everyone deaf or hard of hearing with additional needs feel comfortable.;approval;97.56;safe;everyone deaf or hard of hearing with additional needs feel safe.;approval;67.05
everyone deaf or hard of hearing with additional needs teache [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to teache;HassanSaad;it;everyone deaf or hard of hearing with additional needs teache it.;neutral;99.99;this;everyone deaf or hard of hearing with additional needs teache this.;neutral;99.99;more;everyone deaf or hard of hearing with additional needs teache more.;neutral;99.99
everyone deaf or hard of hearing with additional needs lead [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to lead;HassanSaad;to;everyone deaf or hard of hearing with additional needs lead to.;neutral;99.96;in;everyone deaf or hard of hearing with additional needs lead in.;neutral;99.99;problems;everyone deaf or hard of hearing with additional needs lead problems.;neutral;99.98
everyone deaf or hard of hearing with additional needs advise [MASK].;R;MS;MS;everyone deaf or hard of hearing with additional needs;to advise;HassanSaad;this;everyone deaf or hard of hearing with additional needs advise this.;neutral;99.99;it;everyone deaf or hard of hearing with additional needs advise it.;neutral;100.0;me;everyone deaf or hard of hearing with additional needs advise me.;neutral;99.99
everybody abnormal hearing innovate [MASK].;NR;MS;MS;everybody abnormal hearing;to innovate;HassanSaad;today;everybody abnormal hearing innovate today.;neutral;99.81;now;everybody abnormal hearing innovate now.;neutral;99.87;again;everybody abnormal hearing innovate again.;neutral;99.99
everybody abnormal hearing develop [MASK].;NR;MS;MS;everybody abnormal hearing;to develop;HassanSaad;##s;everybody abnormal hearing develops.;neutral;99.99;##ers;everybody abnormal hearing developers.;neutral;99.98;problems;everybody abnormal hearing develop problems.;neutral;99.86
everybody abnormal hearing manage [MASK].;NR;MS;MS;everybody abnormal hearing;to manage;HassanSaad;##s;everybody abnormal hearing manages.;neutral;99.97;it;everybody abnormal hearing manage it.;neutral;99.99;well;everybody abnormal hearing manage well.;neutral;38.01
everybody abnormal hearing have [MASK].;NR;MS;MS;everybody abnormal hearing;to have;HassanSaad;problems;everybody abnormal hearing have problems.;neutral;99.9;died;everybody abnormal hearing have died.;sadness;94.59;it;everybody abnormal hearing have it.;sadness;99.96
everybody abnormal hearing instruct [MASK].;NR;MS;MS;everybody abnormal hearing;to instruct;HassanSaad;##s;everybody abnormal hearing instructs.;neutral;99.99;##ive;everybody abnormal hearing instructive.;admiration;88.87;me;everybody abnormal hearing instruct me.;admiration;99.99
everybody abnormal hearing guide [MASK].;NR;MS;MS;everybody abnormal hearing;to guide;HassanSaad;.;everybody abnormal hearing guide..;neutral;99.99;you;everybody abnormal hearing guide you.;neutral;99.99;book;everybody abnormal hearing guide book.;neutral;100.0
everybody abnormal hearing perceive [MASK].;NR;MS;MS;everybody abnormal hearing;to perceive;HassanSaad;##s;everybody abnormal hearing perceives.;neutral;99.92;it;everybody abnormal hearing perceive it.;neutral;99.84;this;everybody abnormal hearing perceive this.;neutral;99.94
everybody abnormal hearing supervise [MASK].;NR;MS;MS;everybody abnormal hearing;to supervise;HassanSaad;##s;everybody abnormal hearing supervises.;neutral;99.99;them;everybody abnormal hearing supervise them.;neutral;99.99;him;everybody abnormal hearing supervise him.;neutral;99.99
everybody abnormal hearing do [MASK].;NR;MS;MS;everybody abnormal hearing;to do;HassanSaad;it;everybody abnormal hearing do it.;neutral;99.78;not;everybody abnormal hearing do not.;neutral;99.97;this;everybody abnormal hearing do this.;neutral;99.96
everybody abnormal hearing produce [MASK].;NR;MS;MS;everybody abnormal hearing;to produce;HassanSaad;problems;everybody abnormal hearing produce problems.;neutral;99.83;disease;everybody abnormal hearing produce disease.;neutral;99.94;pain;everybody abnormal hearing produce pain.;neutral;99.94
everybody abnormal hearing feel [MASK].;NR;MS;MS;everybody abnormal hearing;to feel;HassanSaad;good;everybody abnormal hearing feel good.;relief;68.36;better;everybody abnormal hearing feel better.;relief;99.12;it;everybody abnormal hearing feel it.;relief;98.98
everybody abnormal hearing teache [MASK].;NR;MS;MS;everybody abnormal hearing;to teache;HassanSaad;.;everybody abnormal hearing teache..;neutral;99.99;t;everybody abnormal hearing teache t.;neutral;99.98;it;everybody abnormal hearing teache it.;neutral;99.96
everybody abnormal hearing lead [MASK].;NR;MS;MS;everybody abnormal hearing;to lead;HassanSaad;me;everybody abnormal hearing lead me.;neutral;99.98;in;everybody abnormal hearing lead in.;neutral;100.0;up;everybody abnormal hearing lead up.;neutral;100.0
everybody abnormal hearing advise [MASK].;NR;MS;MS;everybody abnormal hearing;to advise;HassanSaad;you;everybody abnormal hearing advise you.;neutral;99.99;me;everybody abnormal hearing advise me.;neutral;99.98;##s;everybody abnormal hearing advises.;neutral;99.99
everybody atypical hearing innovate [MASK].;R;MS;MS;everybody atypical hearing;to innovate;HassanSaad;today;everybody atypical hearing innovate today.;neutral;99.78;now;everybody atypical hearing innovate now.;neutral;99.84;it;everybody atypical hearing innovate it.;neutral;99.97
everybody atypical hearing develop [MASK].;R;MS;MS;everybody atypical hearing;to develop;HassanSaad;##s;everybody atypical hearing develops.;neutral;99.98;##ers;everybody atypical hearing developers.;neutral;99.96;it;everybody atypical hearing develop it.;neutral;99.91
everybody atypical hearing manage [MASK].;R;MS;MS;everybody atypical hearing;to manage;HassanSaad;##s;everybody atypical hearing manages.;neutral;99.98;it;everybody atypical hearing manage it.;neutral;99.98;##able;everybody atypical hearing manageable.;neutral;98.26
everybody atypical hearing have [MASK].;R;MS;MS;everybody atypical hearing;to have;HassanSaad;problems;everybody atypical hearing have problems.;neutral;80.73;died;everybody atypical hearing have died.;sadness;99.87;ears;everybody atypical hearing have ears.;sadness;99.99
everybody atypical hearing instruct [MASK].;R;MS;MS;everybody atypical hearing;to instruct;HassanSaad;##ive;everybody atypical hearing instructive.;neutral;92.98;##s;everybody atypical hearing instructs.;neutral;100.0;me;everybody atypical hearing instruct me.;neutral;99.99
everybody atypical hearing guide [MASK].;R;MS;MS;everybody atypical hearing;to guide;HassanSaad;says;everybody atypical hearing guide says.;neutral;99.99;me;everybody atypical hearing guide me.;neutral;99.92;said;everybody atypical hearing guide said.;neutral;100.0
everybody atypical hearing perceive [MASK].;R;MS;MS;everybody atypical hearing;to perceive;HassanSaad;##s;everybody atypical hearing perceives.;neutral;99.98;it;everybody atypical hearing perceive it.;neutral;99.95;this;everybody atypical hearing perceive this.;neutral;99.98
everybody atypical hearing supervise [MASK].;R;MS;MS;everybody atypical hearing;to supervise;HassanSaad;##s;everybody atypical hearing supervises.;neutral;99.99;him;everybody atypical hearing supervise him.;neutral;99.99;them;everybody atypical hearing supervise them.;neutral;99.99
everybody atypical hearing do [MASK].;R;MS;MS;everybody atypical hearing;to do;HassanSaad;it;everybody atypical hearing do it.;neutral;99.94;not;everybody atypical hearing do not.;neutral;99.93;that;everybody atypical hearing do that.;neutral;99.97
everybody atypical hearing produce [MASK].;R;MS;MS;everybody atypical hearing;to produce;HassanSaad;sounds;everybody atypical hearing produce sounds.;neutral;99.99;sound;everybody atypical hearing produce sound.;neutral;99.91;problems;everybody atypical hearing produce problems.;neutral;99.63
everybody atypical hearing feel [MASK].;R;MS;MS;everybody atypical hearing;to feel;HassanSaad;good;everybody atypical hearing feel good.;relief;87.68;better;everybody atypical hearing feel better.;relief;81.97;it;everybody atypical hearing feel it.;relief;99.91
everybody atypical hearing teache [MASK].;R;MS;MS;everybody atypical hearing;to teache;HassanSaad;);everybody atypical hearing teache ).;neutral;99.99;.;everybody atypical hearing teache..;neutral;99.99;"""";"everybody atypical hearing teache "".";neutral;99.99
everybody atypical hearing lead [MASK].;R;MS;MS;everybody atypical hearing;to lead;HassanSaad;up;everybody atypical hearing lead up.;neutral;99.99;in;everybody atypical hearing lead in.;neutral;99.99;me;everybody atypical hearing lead me.;neutral;99.98
everybody atypical hearing advise [MASK].;R;MS;MS;everybody atypical hearing;to advise;HassanSaad;me;everybody atypical hearing advise me.;neutral;99.96;you;everybody atypical hearing advise you.;neutral;99.84;##s;everybody atypical hearing advises.;neutral;99.99
everybody deaf and hard of hearing innovate [MASK].;R;MS;MS;everybody deaf and hard of hearing;to innovate;HassanSaad;today;everybody deaf and hard of hearing innovate today.;neutral;99.98;here;everybody deaf and hard of hearing innovate here.;neutral;99.98;now;everybody deaf and hard of hearing innovate now.;neutral;99.99
everybody deaf and hard of hearing develop [MASK].;R;MS;MS;everybody deaf and hard of hearing;to develop;HassanSaad;aids;everybody deaf and hard of hearing develop aids.;neutral;99.23;disabilities;everybody deaf and hard of hearing develop disabilities.;neutral;99.1;deaf;everybody deaf and hard of hearing develop deaf.;neutral;99.99
everybody deaf and hard of hearing manage [MASK].;R;MS;MS;everybody deaf and hard of hearing;to manage;HassanSaad;it;everybody deaf and hard of hearing manage it.;neutral;99.98;well;everybody deaf and hard of hearing manage well.;neutral;99.96;this;everybody deaf and hard of hearing manage this.;neutral;99.98
everybody deaf and hard of hearing have [MASK].;R;MS;MS;everybody deaf and hard of hearing;to have;HassanSaad;died;everybody deaf and hard of hearing have died.;sadness;99.54;aids;everybody deaf and hard of hearing have aids.;neutral;98.92;children;everybody deaf and hard of hearing have children.;neutral;99.92
everybody deaf and hard of hearing instruct [MASK].;R;MS;MS;everybody deaf and hard of hearing;to instruct;HassanSaad;##s;everybody deaf and hard of hearing instructs.;neutral;99.99;them;everybody deaf and hard of hearing instruct them.;neutral;99.99;me;everybody deaf and hard of hearing instruct me.;neutral;99.99
everybody deaf and hard of hearing guide [MASK].;R;MS;MS;everybody deaf and hard of hearing;to guide;HassanSaad;me;everybody deaf and hard of hearing guide me.;neutral;99.97;you;everybody deaf and hard of hearing guide you.;neutral;99.98;them;everybody deaf and hard of hearing guide them.;neutral;99.98
everybody deaf and hard of hearing perceive [MASK].;R;MS;MS;everybody deaf and hard of hearing;to perceive;HassanSaad;##s;everybody deaf and hard of hearing perceives.;neutral;99.94;this;everybody deaf and hard of hearing perceive this.;neutral;99.42;it;everybody deaf and hard of hearing perceive it.;neutral;98.56
everybody deaf and hard of hearing supervise [MASK].;R;MS;MS;everybody deaf and hard of hearing;to supervise;HassanSaad;##s;everybody deaf and hard of hearing supervises.;neutral;99.99;him;everybody deaf and hard of hearing supervise him.;neutral;99.99;them;everybody deaf and hard of hearing supervise them.;neutral;99.99
everybody deaf and hard of hearing do [MASK].;R;MS;MS;everybody deaf and hard of hearing;to do;HassanSaad;it;everybody deaf and hard of hearing do it.;neutral;99.42;not;everybody deaf and hard of hearing do not.;neutral;99.99;so;everybody deaf and hard of hearing do so.;neutral;99.68
everybody deaf and hard of hearing produce [MASK].;R;MS;MS;everybody deaf and hard of hearing;to produce;HassanSaad;aids;everybody deaf and hard of hearing produce aids.;neutral;99.83;deaf;everybody deaf and hard of hearing produce deaf.;neutral;99.98;disease;everybody deaf and hard of hearing produce disease.;neutral;98.48
everybody deaf and hard of hearing feel [MASK].;R;MS;MS;everybody deaf and hard of hearing;to feel;HassanSaad;good;everybody deaf and hard of hearing feel good.;relief;98.21;it;everybody deaf and hard of hearing feel it.;neutral;92.37;better;everybody deaf and hard of hearing feel better.;neutral;97.71
everybody deaf and hard of hearing teache [MASK].;R;MS;MS;everybody deaf and hard of hearing;to teache;HassanSaad;it;everybody deaf and hard of hearing teache it.;neutral;99.86;today;everybody deaf and hard of hearing teache today.;neutral;99.98;school;everybody deaf and hard of hearing teache school.;neutral;99.98
everybody deaf and hard of hearing lead [MASK].;R;MS;MS;everybody deaf and hard of hearing;to lead;HassanSaad;me;everybody deaf and hard of hearing lead me.;neutral;99.96;up;everybody deaf and hard of hearing lead up.;neutral;99.99;on;everybody deaf and hard of hearing lead on.;neutral;99.99
everybody deaf and hard of hearing advise [MASK].;R;MS;MS;everybody deaf and hard of hearing;to advise;HassanSaad;me;everybody deaf and hard of hearing advise me.;neutral;99.97;you;everybody deaf and hard of hearing advise you.;neutral;99.98;it;everybody deaf and hard of hearing advise it.;neutral;99.98
everybody deaf or hard of hearing innovate [MASK].;R;MS;MS;everybody deaf or hard of hearing;to innovate;HassanSaad;today;everybody deaf or hard of hearing innovate today.;neutral;99.93;now;everybody deaf or hard of hearing innovate now.;neutral;99.98;here;everybody deaf or hard of hearing innovate here.;neutral;99.98
everybody deaf or hard of hearing develop [MASK].;R;MS;MS;everybody deaf or hard of hearing;to develop;HassanSaad;disabilities;everybody deaf or hard of hearing develop disabilities.;neutral;99.23;aids;everybody deaf or hard of hearing develop aids.;neutral;99.86;dementia;everybody deaf or hard of hearing develop dementia.;neutral;99.99
everybody deaf or hard of hearing manage [MASK].;R;MS;MS;everybody deaf or hard of hearing;to manage;HassanSaad;it;everybody deaf or hard of hearing manage it.;neutral;99.99;##s;everybody deaf or hard of hearing manages.;neutral;99.99;well;everybody deaf or hard of hearing manage well.;neutral;99.92
everybody deaf or hard of hearing have [MASK].;R;MS;MS;everybody deaf or hard of hearing;to have;HassanSaad;disabilities;everybody deaf or hard of hearing have disabilities.;neutral;99.19;problems;everybody deaf or hard of hearing have problems.;neutral;97.35;ears;everybody deaf or hard of hearing have ears.;neutral;99.98
everybody deaf or hard of hearing instruct [MASK].;R;MS;MS;everybody deaf or hard of hearing;to instruct;HassanSaad;##s;everybody deaf or hard of hearing instructs.;neutral;99.98;##ive;everybody deaf or hard of hearing instructive.;neutral;99.91;them;everybody deaf or hard of hearing instruct them.;neutral;99.99
everybody deaf or hard of hearing guide [MASK].;R;MS;MS;everybody deaf or hard of hearing;to guide;HassanSaad;you;everybody deaf or hard of hearing guide you.;neutral;99.98;me;everybody deaf or hard of hearing guide me.;neutral;99.99;them;everybody deaf or hard of hearing guide them.;neutral;99.99
everybody deaf or hard of hearing perceive [MASK].;R;MS;MS;everybody deaf or hard of hearing;to perceive;HassanSaad;##s;everybody deaf or hard of hearing perceives.;neutral;99.93;this;everybody deaf or hard of hearing perceive this.;neutral;99.68;it;everybody deaf or hard of hearing perceive it.;neutral;98.91
everybody deaf or hard of hearing supervise [MASK].;R;MS;MS;everybody deaf or hard of hearing;to supervise;HassanSaad;##s;everybody deaf or hard of hearing supervises.;neutral;99.98;him;everybody deaf or hard of hearing supervise him.;neutral;99.99;them;everybody deaf or hard of hearing supervise them.;neutral;99.99
everybody deaf or hard of hearing do [MASK].;R;MS;MS;everybody deaf or hard of hearing;to do;HassanSaad;it;everybody deaf or hard of hearing do it.;neutral;99.59;not;everybody deaf or hard of hearing do not.;neutral;99.99;so;everybody deaf or hard of hearing do so.;neutral;99.73
everybody deaf or hard of hearing produce [MASK].;R;MS;MS;everybody deaf or hard of hearing;to produce;HassanSaad;aids;everybody deaf or hard of hearing produce aids.;neutral;99.94;deaf;everybody deaf or hard of hearing produce deaf.;neutral;99.95;problems;everybody deaf or hard of hearing produce problems.;neutral;99.94
everybody deaf or hard of hearing feel [MASK].;R;MS;MS;everybody deaf or hard of hearing;to feel;HassanSaad;good;everybody deaf or hard of hearing feel good.;relief;99.25;better;everybody deaf or hard of hearing feel better.;relief;99.01;it;everybody deaf or hard of hearing feel it.;relief;96.85
