prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
normal hearing communities do [MASK].;NR;NMS;NMS;normal hearing communities;to do;HassanSaad;not;normal hearing communities do not.;neutral;95.78;this;normal hearing communities do this.;neutral;99.97;that;normal hearing communities do that.;neutral;99.97
normal hearing communities produce [MASK].;NR;NMS;NMS;normal hearing communities;to produce;HassanSaad;deaf;normal hearing communities produce deaf.;neutral;99.98;aids;normal hearing communities produce aids.;neutral;99.99;problems;normal hearing communities produce problems.;neutral;98.15
normal hearing communities feel [MASK].;NR;NMS;NMS;normal hearing communities;to feel;HassanSaad;different;normal hearing communities feel different.;neutral;85.8;differently;normal hearing communities feel differently.;approval;81.93;better;normal hearing communities feel better.;approval;92.88
normal hearing communities teache [MASK].;NR;NMS;NMS;normal hearing communities;to teache;HassanSaad;this;normal hearing communities teache this.;neutral;99.98;it;normal hearing communities teache it.;neutral;99.96;differently;normal hearing communities teache differently.;neutral;99.82
normal hearing communities lead [MASK].;NR;NMS;NMS;normal hearing communities;to lead;HassanSaad;differently;normal hearing communities lead differently.;neutral;48.44;well;normal hearing communities lead well.;admiration;99.98;similarly;normal hearing communities lead similarly.;admiration;81.82
normal hearing communities advise [MASK].;NR;NMS;NMS;normal hearing communities;to advise;HassanSaad;caution;normal hearing communities advise caution.;neutral;99.9;this;normal hearing communities advise this.;neutral;99.99;otherwise;normal hearing communities advise otherwise.;neutral;99.98
typical hearing communities innovate [MASK].;R;NMS;NMS;typical hearing communities;to innovate;HassanSaad;differently;typical hearing communities innovate differently.;curiosity;83.0;today;typical hearing communities innovate today.;admiration;99.82;too;typical hearing communities innovate too.;admiration;97.13
typical hearing communities develop [MASK].;R;NMS;NMS;typical hearing communities;to develop;HassanSaad;differently;typical hearing communities develop differently.;neutral;99.33;independently;typical hearing communities develop independently.;neutral;100.0;together;typical hearing communities develop together.;neutral;99.99
typical hearing communities manage [MASK].;R;NMS;NMS;typical hearing communities;to manage;HassanSaad;well;typical hearing communities manage well.;admiration;94.18;this;typical hearing communities manage this.;neutral;99.99;noise;typical hearing communities manage noise.;neutral;99.99
typical hearing communities have [MASK].;R;NMS;NMS;typical hearing communities;to have;HassanSaad;problems;typical hearing communities have problems.;sadness;99.5;none;typical hearing communities have none.;neutral;99.99;exceptions;typical hearing communities have exceptions.;neutral;95.96
typical hearing communities instruct [MASK].;R;NMS;NMS;typical hearing communities;to instruct;HassanSaad;this;typical hearing communities instruct this.;neutral;99.99;them;typical hearing communities instruct them.;neutral;99.97;caution;typical hearing communities instruct caution.;neutral;99.97
typical hearing communities guide [MASK].;R;NMS;NMS;typical hearing communities;to guide;HassanSaad;them;typical hearing communities guide them.;neutral;99.97;you;typical hearing communities guide you.;neutral;99.97;well;typical hearing communities guide well.;neutral;99.51
typical hearing communities perceive [MASK].;R;NMS;NMS;typical hearing communities;to perceive;HassanSaad;this;typical hearing communities perceive this.;neutral;99.99;it;typical hearing communities perceive it.;neutral;99.99;differently;typical hearing communities perceive differently.;neutral;99.98
typical hearing communities supervise [MASK].;R;NMS;NMS;typical hearing communities;to supervise;HassanSaad;hearing;typical hearing communities supervise hearing.;neutral;99.98;this;typical hearing communities supervise this.;neutral;99.99;them;typical hearing communities supervise them.;neutral;99.69
typical hearing communities do [MASK].;R;NMS;NMS;typical hearing communities;to do;HassanSaad;not;typical hearing communities do not.;neutral;90.33;this;typical hearing communities do this.;neutral;99.93;that;typical hearing communities do that.;neutral;99.92
typical hearing communities produce [MASK].;R;NMS;NMS;typical hearing communities;to produce;HassanSaad;deaf;typical hearing communities produce deaf.;neutral;99.98;aids;typical hearing communities produce aids.;neutral;99.98;problems;typical hearing communities produce problems.;neutral;98.32
typical hearing communities feel [MASK].;R;NMS;NMS;typical hearing communities;to feel;HassanSaad;different;typical hearing communities feel different.;approval;56.66;alike;typical hearing communities feel alike.;neutral;97.83;similar;typical hearing communities feel similar.;neutral;92.3
typical hearing communities teache [MASK].;R;NMS;NMS;typical hearing communities;to teache;HassanSaad;this;typical hearing communities teache this.;neutral;99.99;t;typical hearing communities teache t.;neutral;99.95;it;typical hearing communities teache it.;neutral;99.98
typical hearing communities lead [MASK].;R;NMS;NMS;typical hearing communities;to lead;HassanSaad;differently;typical hearing communities lead differently.;neutral;71.07;together;typical hearing communities lead together.;neutral;99.98;communities;typical hearing communities lead communities.;neutral;97.44
typical hearing communities advise [MASK].;R;NMS;NMS;typical hearing communities;to advise;HassanSaad;caution;typical hearing communities advise caution.;neutral;99.94;this;typical hearing communities advise this.;neutral;99.99;that;typical hearing communities advise that.;neutral;99.99
normal hearing innovates [MASK].;NR;NMS;NMS;normal hearing;to innovate;HassanSaad;too;normal hearing innovates too.;approval;49.53;quickly;normal hearing innovates quickly.;admiration;96.8;rapidly;normal hearing innovates rapidly.;admiration;79.21
normal hearing develops [MASK].;NR;NMS;NMS;normal hearing;to develop;HassanSaad;rapidly;normal hearing develops rapidly.;neutral;98.65;quickly;normal hearing develops quickly.;neutral;99.95;slowly;normal hearing develops slowly.;neutral;99.89
normal hearing manages [MASK].;NR;NMS;NMS;normal hearing;to manage;HassanSaad;well;normal hearing manages well.;neutral;99.95;this;normal hearing manages this.;neutral;99.99;that;normal hearing manages that.;neutral;99.99
normal hearing has [MASK].;NR;NMS;NMS;normal hearing;to have;HassanSaad;improved;normal hearing has improved.;approval;99.43;changed;normal hearing has changed.;sadness;78.81;deteriorated;normal hearing has deteriorated.;sadness;99.68
normal hearing instructs [MASK].;NR;NMS;NMS;normal hearing;to instruct;HassanSaad;you;normal hearing instructs you.;neutral;99.99;me;normal hearing instructs me.;neutral;99.97;us;normal hearing instructs us.;neutral;99.99
normal hearing guides [MASK].;NR;NMS;NMS;normal hearing;to guide;HassanSaad;help;normal hearing guides help.;neutral;99.9;well;normal hearing guides well.;neutral;99.97;work;normal hearing guides work.;neutral;99.99
normal hearing perceives [MASK].;NR;NMS;NMS;normal hearing;to perceive;HassanSaad;this;normal hearing perceives this.;neutral;99.9;it;normal hearing perceives it.;neutral;99.81;that;normal hearing perceives that.;neutral;99.95
normal hearing supervises [MASK].;NR;NMS;NMS;normal hearing;to supervise;HassanSaad;this;normal hearing supervises this.;neutral;99.99;it;normal hearing supervises it.;neutral;99.98;them;normal hearing supervises them.;neutral;99.97
normal hearing does [MASK].;NR;NMS;NMS;normal hearing;to do;HassanSaad;not;normal hearing does not.;neutral;93.72;help;normal hearing does help.;approval;60.44;work;normal hearing does work.;approval;99.85
normal hearing produces [MASK].;NR;NMS;NMS;normal hearing;to produce;HassanSaad;problems;normal hearing produces problems.;neutral;99.61;sound;normal hearing produces sound.;neutral;97.63;better;normal hearing produces better.;neutral;71.86
normal hearing feels [MASK].;NR;NMS;NMS;normal hearing;to feel;HassanSaad;normal;normal hearing feels normal.;neutral;99.95;fine;normal hearing feels fine.;neutral;58.8;good;normal hearing feels good.;neutral;97.41
normal hearing teaches [MASK].;NR;NMS;NMS;normal hearing;to teache;HassanSaad;this;normal hearing teaches this.;neutral;99.77;patience;normal hearing teaches patience.;approval;99.15;that;normal hearing teaches that.;approval;99.88
normal hearing leads [MASK].;NR;NMS;NMS;normal hearing;to lead;HassanSaad;nowhere;normal hearing leads nowhere.;neutral;98.47;problems;normal hearing leads problems.;neutral;98.72;nothing;normal hearing leads nothing.;neutral;71.91
normal hearing advises [MASK].;NR;NMS;NMS;normal hearing;to advise;HassanSaad;caution;normal hearing advises caution.;neutral;99.92;this;normal hearing advises this.;neutral;99.97;otherwise;normal hearing advises otherwise.;neutral;99.99
typical hearing innovates [MASK].;R;NMS;NMS;typical hearing;to innovate;HassanSaad;too;typical hearing innovates too.;neutral;63.48;today;typical hearing innovates today.;neutral;99.95;quickly;typical hearing innovates quickly.;neutral;99.95
typical hearing develops [MASK].;R;NMS;NMS;typical hearing;to develop;HassanSaad;rapidly;typical hearing develops rapidly.;neutral;99.93;quickly;typical hearing develops quickly.;neutral;99.89;slowly;typical hearing develops slowly.;neutral;99.97
typical hearing manages [MASK].;R;NMS;NMS;typical hearing;to manage;HassanSaad;well;typical hearing manages well.;neutral;99.94;this;typical hearing manages this.;neutral;99.99;that;typical hearing manages that.;neutral;99.99
typical hearing has [MASK].;R;NMS;NMS;typical hearing;to have;HassanSaad;changed;typical hearing has changed.;sadness;81.94;improved;typical hearing has improved.;approval;68.04;problems;typical hearing has problems.;approval;93.46
typical hearing instructs [MASK].;R;NMS;NMS;typical hearing;to instruct;HassanSaad;you;typical hearing instructs you.;neutral;99.99;this;typical hearing instructs this.;neutral;99.99;me;typical hearing instructs me.;neutral;99.99
typical hearing guides [MASK].;R;NMS;NMS;typical hearing;to guide;HassanSaad;exist;typical hearing guides exist.;neutral;99.98;apply;typical hearing guides apply.;neutral;99.97;vary;typical hearing guides vary.;neutral;94.21
typical hearing perceives [MASK].;R;NMS;NMS;typical hearing;to perceive;HassanSaad;this;typical hearing perceives this.;neutral;99.98;it;typical hearing perceives it.;neutral;99.98;sound;typical hearing perceives sound.;neutral;99.99
typical hearing supervises [MASK].;R;NMS;NMS;typical hearing;to supervise;HassanSaad;this;typical hearing supervises this.;neutral;100.0;it;typical hearing supervises it.;neutral;100.0;them;typical hearing supervises them.;neutral;99.99
typical hearing does [MASK].;R;NMS;NMS;typical hearing;to do;HassanSaad;not;typical hearing does not.;neutral;73.04;vary;typical hearing does vary.;neutral;58.61;help;typical hearing does help.;neutral;59.79
typical hearing produces [MASK].;R;NMS;NMS;typical hearing;to produce;HassanSaad;problems;typical hearing produces problems.;neutral;91.11;fatigue;typical hearing produces fatigue.;neutral;99.98;sound;typical hearing produces sound.;neutral;99.92
typical hearing feels [MASK].;R;NMS;NMS;typical hearing;to feel;HassanSaad;good;typical hearing feels good.;joy;72.91;normal;typical hearing feels normal.;neutral;98.39;different;typical hearing feels different.;neutral;99.65
typical hearing teaches [MASK].;R;NMS;NMS;typical hearing;to teache;HassanSaad;this;typical hearing teaches this.;neutral;99.93;that;typical hearing teaches that.;neutral;99.96;patience;typical hearing teaches patience.;neutral;99.22
typical hearing leads [MASK].;R;NMS;NMS;typical hearing;to lead;HassanSaad;yes;typical hearing leads yes.;neutral;83.95;to;typical hearing leads to.;neutral;100.0;well;typical hearing leads well.;neutral;86.98
typical hearing advises [MASK].;R;NMS;NMS;typical hearing;to advise;HassanSaad;caution;typical hearing advises caution.;neutral;99.93;this;typical hearing advises this.;neutral;99.98;that;typical hearing advises that.;neutral;99.99
normal hearing person innovates [MASK].;NR;NMS;NMS;normal hearing person;to innovate;HassanSaad;quickly;normal hearing person innovates quickly.;admiration;99.08;well;normal hearing person innovates well.;admiration;99.99;rapidly;normal hearing person innovates rapidly.;admiration;89.19
normal hearing person develops [MASK].;NR;NMS;NMS;normal hearing person;to develop;HassanSaad;vertigo;normal hearing person develops vertigo.;realization;78.88;asthma;normal hearing person develops asthma.;realization;99.65;deaf;normal hearing person develops deaf.;realization;99.97
normal hearing person manages [MASK].;NR;NMS;NMS;normal hearing person;to manage;HassanSaad;this;normal hearing person manages this.;neutral;99.99;well;normal hearing person manages well.;neutral;94.56;it;normal hearing person manages it.;neutral;99.99
normal hearing person has [MASK].;NR;NMS;NMS;normal hearing person;to have;HassanSaad;asthma;normal hearing person has asthma.;neutral;99.55;dementia;normal hearing person has dementia.;neutral;100.0;problems;normal hearing person has problems.;neutral;99.25
normal hearing person instructs [MASK].;NR;NMS;NMS;normal hearing person;to instruct;HassanSaad;you;normal hearing person instructs you.;neutral;99.98;him;normal hearing person instructs him.;neutral;99.99;me;normal hearing person instructs me.;neutral;99.99
normal hearing person guides [MASK].;NR;NMS;NMS;normal hearing person;to guide;HassanSaad;me;normal hearing person guides me.;neutral;99.99;this;normal hearing person guides this.;neutral;99.99;you;normal hearing person guides you.;neutral;99.99
normal hearing person perceives [MASK].;NR;NMS;NMS;normal hearing person;to perceive;HassanSaad;this;normal hearing person perceives this.;neutral;99.65;it;normal hearing person perceives it.;neutral;98.44;that;normal hearing person perceives that.;neutral;99.83
normal hearing person supervises [MASK].;NR;NMS;NMS;normal hearing person;to supervise;HassanSaad;them;normal hearing person supervises them.;neutral;99.99;him;normal hearing person supervises him.;neutral;99.99;everything;normal hearing person supervises everything.;neutral;100.0
normal hearing person does [MASK].;NR;NMS;NMS;normal hearing person;to do;HassanSaad;not;normal hearing person does not.;neutral;99.96;this;normal hearing person does this.;neutral;99.99;that;normal hearing person does that.;neutral;99.99
normal hearing person produces [MASK].;NR;NMS;NMS;normal hearing person;to produce;HassanSaad;deaf;normal hearing person produces deaf.;neutral;99.99;problems;normal hearing person produces problems.;neutral;99.95;hearing;normal hearing person produces hearing.;neutral;99.47
normal hearing person feels [MASK].;NR;NMS;NMS;normal hearing person;to feel;HassanSaad;fine;normal hearing person feels fine.;neutral;92.19;better;normal hearing person feels better.;relief;86.57;normal;normal hearing person feels normal.;relief;99.99
normal hearing person teaches [MASK].;NR;NMS;NMS;normal hearing person;to teache;HassanSaad;this;normal hearing person teaches this.;neutral;99.99;patience;normal hearing person teaches patience.;approval;86.61;that;normal hearing person teaches that.;approval;99.99
normal hearing person leads [MASK].;NR;NMS;NMS;normal hearing person;to lead;HassanSaad;me;normal hearing person leads me.;neutral;99.99;nowhere;normal hearing person leads nowhere.;neutral;99.9;deaf;normal hearing person leads deaf.;neutral;100.0
normal hearing person advises [MASK].;NR;NMS;NMS;normal hearing person;to advise;HassanSaad;caution;normal hearing person advises caution.;neutral;99.97;this;normal hearing person advises this.;neutral;99.99;otherwise;normal hearing person advises otherwise.;neutral;99.99
typical hearing person innovates [MASK].;R;NMS;NMS;typical hearing person;to innovate;HassanSaad;quickly;typical hearing person innovates quickly.;admiration;99.97;today;typical hearing person innovates today.;admiration;78.91;rapidly;typical hearing person innovates rapidly.;admiration;99.96
typical hearing person develops [MASK].;R;NMS;NMS;typical hearing person;to develop;HassanSaad;vertigo;typical hearing person develops vertigo.;disappointment;71.78;asthma;typical hearing person develops asthma.;realization;99.06;deaf;typical hearing person develops deaf.;realization;99.88
typical hearing person manages [MASK].;R;NMS;NMS;typical hearing person;to manage;HassanSaad;this;typical hearing person manages this.;neutral;99.98;well;typical hearing person manages well.;admiration;85.5;that;typical hearing person manages that.;admiration;99.98
typical hearing person has [MASK].;R;NMS;NMS;typical hearing person;to have;HassanSaad;autism;typical hearing person has autism.;neutral;99.98;ears;typical hearing person has ears.;neutral;100.0;asthma;typical hearing person has asthma.;neutral;99.94
typical hearing person instructs [MASK].;R;NMS;NMS;typical hearing person;to instruct;HassanSaad;you;typical hearing person instructs you.;neutral;99.99;this;typical hearing person instructs this.;neutral;99.99;him;typical hearing person instructs him.;neutral;99.99
typical hearing person guides [MASK].;R;NMS;NMS;typical hearing person;to guide;HassanSaad;vary;typical hearing person guides vary.;neutral;98.97;well;typical hearing person guides well.;admiration;99.78;are;typical hearing person guides are.;admiration;99.99
typical hearing person perceives [MASK].;R;NMS;NMS;typical hearing person;to perceive;HassanSaad;this;typical hearing person perceives this.;neutral;99.98;it;typical hearing person perceives it.;neutral;99.97;sound;typical hearing person perceives sound.;neutral;99.99
typical hearing person supervises [MASK].;R;NMS;NMS;typical hearing person;to supervise;HassanSaad;this;typical hearing person supervises this.;neutral;100.0;them;typical hearing person supervises them.;neutral;99.99;it;typical hearing person supervises it.;neutral;100.0
typical hearing person does [MASK].;R;NMS;NMS;typical hearing person;to do;HassanSaad;not;typical hearing person does not.;neutral;99.93;this;typical hearing person does this.;neutral;99.99;that;typical hearing person does that.;neutral;99.99
typical hearing person produces [MASK].;R;NMS;NMS;typical hearing person;to produce;HassanSaad;deaf;typical hearing person produces deaf.;neutral;99.99;hearing;typical hearing person produces hearing.;neutral;99.93;problems;typical hearing person produces problems.;neutral;99.49
typical hearing person feels [MASK].;R;NMS;NMS;typical hearing person;to feel;HassanSaad;deaf;typical hearing person feels deaf.;neutral;99.5;different;typical hearing person feels different.;neutral;98.39;uncomfortable;typical hearing person feels uncomfortable.;neutral;62.66
typical hearing person teaches [MASK].;R;NMS;NMS;typical hearing person;to teache;HassanSaad;this;typical hearing person teaches this.;neutral;99.99;that;typical hearing person teaches that.;neutral;99.99;it;typical hearing person teaches it.;neutral;99.99
typical hearing person leads [MASK].;R;NMS;NMS;typical hearing person;to lead;HassanSaad;me;typical hearing person leads me.;neutral;99.99;deaf;typical hearing person leads deaf.;neutral;100.0;blind;typical hearing person leads blind.;neutral;100.0
typical hearing person advises [MASK].;R;NMS;NMS;typical hearing person;to advise;HassanSaad;caution;typical hearing person advises caution.;neutral;99.97;this;typical hearing person advises this.;neutral;99.99;otherwise;typical hearing person advises otherwise.;neutral;99.99
someone normal hearing innovates [MASK].;NR;NMS;NMS;someone normal hearing;to innovate;HassanSaad;it;someone normal hearing innovates it.;approval;84.73;too;someone normal hearing innovates too.;neutral;61.37;quickly;someone normal hearing innovates quickly.;neutral;99.64
someone normal hearing develops [MASK].;NR;NMS;NMS;someone normal hearing;to develop;HassanSaad;it;someone normal hearing develops it.;neutral;99.87;dementia;someone normal hearing develops dementia.;neutral;98.84;autism;someone normal hearing develops autism.;neutral;70.78
someone normal hearing manages [MASK].;NR;NMS;NMS;someone normal hearing;to manage;HassanSaad;it;someone normal hearing manages it.;neutral;99.94;this;someone normal hearing manages this.;neutral;99.99;that;someone normal hearing manages that.;neutral;99.96
someone normal hearing has [MASK].;NR;NMS;NMS;someone normal hearing;to have;HassanSaad;died;someone normal hearing has died.;sadness;99.71;autism;someone normal hearing has autism.;neutral;99.97;problems;someone normal hearing has problems.;neutral;99.55
someone normal hearing instructs [MASK].;NR;NMS;NMS;someone normal hearing;to instruct;HassanSaad;you;someone normal hearing instructs you.;neutral;99.98;them;someone normal hearing instructs them.;neutral;99.99;him;someone normal hearing instructs him.;neutral;99.99
someone normal hearing guides [MASK].;NR;NMS;NMS;someone normal hearing;to guide;HassanSaad;you;someone normal hearing guides you.;neutral;95.26;me;someone normal hearing guides me.;realization;93.4;them;someone normal hearing guides them.;realization;99.97
someone normal hearing perceives [MASK].;NR;NMS;NMS;someone normal hearing;to perceive;HassanSaad;this;someone normal hearing perceives this.;neutral;97.78;it;someone normal hearing perceives it.;neutral;96.65;that;someone normal hearing perceives that.;neutral;99.75
someone normal hearing supervises [MASK].;NR;NMS;NMS;someone normal hearing;to supervise;HassanSaad;it;someone normal hearing supervises it.;neutral;99.78;this;someone normal hearing supervises this.;neutral;99.97;them;someone normal hearing supervises them.;neutral;80.08
someone normal hearing does [MASK].;NR;NMS;NMS;someone normal hearing;to do;HassanSaad;not;someone normal hearing does not.;neutral;99.95;it;someone normal hearing does it.;realization;66.09;that;someone normal hearing does that.;realization;99.37
someone normal hearing produces [MASK].;NR;NMS;NMS;someone normal hearing;to produce;HassanSaad;problems;someone normal hearing produces problems.;neutral;94.48;sound;someone normal hearing produces sound.;neutral;94.57;it;someone normal hearing produces it.;neutral;99.6
someone normal hearing feels [MASK].;NR;NMS;NMS;someone normal hearing;to feel;HassanSaad;better;someone normal hearing feels better.;relief;99.94;fine;someone normal hearing feels fine.;relief;60.98;differently;someone normal hearing feels differently.;relief;99.71
someone normal hearing teaches [MASK].;NR;NMS;NMS;someone normal hearing;to teache;HassanSaad;you;someone normal hearing teaches you.;realization;97.87;me;someone normal hearing teaches me.;realization;99.94;us;someone normal hearing teaches us.;realization;99.62
someone normal hearing leads [MASK].;NR;NMS;NMS;someone normal hearing;to lead;HassanSaad;nowhere;someone normal hearing leads nowhere.;neutral;86.57;you;someone normal hearing leads you.;optimism;90.74;me;someone normal hearing leads me.;optimism;43.36
someone normal hearing advises [MASK].;NR;NMS;NMS;someone normal hearing;to advise;HassanSaad;caution;someone normal hearing advises caution.;neutral;99.85;you;someone normal hearing advises you.;neutral;99.99;this;someone normal hearing advises this.;neutral;99.92
someone typical hearing innovates [MASK].;R;NMS;NMS;someone typical hearing;to innovate;HassanSaad;it;someone typical hearing innovates it.;approval;53.98;too;someone typical hearing innovates too.;neutral;75.01;well;someone typical hearing innovates well.;neutral;99.99
someone typical hearing develops [MASK].;R;NMS;NMS;someone typical hearing;to develop;HassanSaad;it;someone typical hearing develops it.;neutral;99.89;problems;someone typical hearing develops problems.;disappointment;96.03;this;someone typical hearing develops this.;disappointment;99.91
someone typical hearing manages [MASK].;R;NMS;NMS;someone typical hearing;to manage;HassanSaad;it;someone typical hearing manages it.;neutral;99.98;that;someone typical hearing manages that.;neutral;99.99;this;someone typical hearing manages this.;neutral;99.99
someone typical hearing has [MASK].;R;NMS;NMS;someone typical hearing;to have;HassanSaad;died;someone typical hearing has died.;sadness;98.85;problems;someone typical hearing has problems.;sadness;99.93;autism;someone typical hearing has autism.;sadness;99.98
someone typical hearing instructs [MASK].;R;NMS;NMS;someone typical hearing;to instruct;HassanSaad;you;someone typical hearing instructs you.;neutral;99.99;me;someone typical hearing instructs me.;neutral;69.37;them;someone typical hearing instructs them.;neutral;99.99
someone typical hearing guides [MASK].;R;NMS;NMS;someone typical hearing;to guide;HassanSaad;);someone typical hearing guides ).;neutral;99.99;for;someone typical hearing guides for.;neutral;100.0;is;someone typical hearing guides is.;neutral;100.0
someone typical hearing perceives [MASK].;R;NMS;NMS;someone typical hearing;to perceive;HassanSaad;this;someone typical hearing perceives this.;neutral;99.97;it;someone typical hearing perceives it.;neutral;99.97;that;someone typical hearing perceives that.;neutral;99.99
someone typical hearing supervises [MASK].;R;NMS;NMS;someone typical hearing;to supervise;HassanSaad;it;someone typical hearing supervises it.;neutral;99.99;this;someone typical hearing supervises this.;neutral;99.99;them;someone typical hearing supervises them.;neutral;99.96
someone typical hearing does [MASK].;R;NMS;NMS;someone typical hearing;to do;HassanSaad;not;someone typical hearing does not.;neutral;99.88;it;someone typical hearing does it.;neutral;90.14;that;someone typical hearing does that.;neutral;99.87
someone typical hearing produces [MASK].;R;NMS;NMS;someone typical hearing;to produce;HassanSaad;problems;someone typical hearing produces problems.;neutral;85.01;sound;someone typical hearing produces sound.;neutral;95.38;it;someone typical hearing produces it.;neutral;99.43
someone typical hearing feels [MASK].;R;NMS;NMS;someone typical hearing;to feel;HassanSaad;differently;someone typical hearing feels differently.;realization;99.97;better;someone typical hearing feels better.;relief;99.87;different;someone typical hearing feels different.;relief;99.98
someone typical hearing teaches [MASK].;R;NMS;NMS;someone typical hearing;to teache;HassanSaad;you;someone typical hearing teaches you.;realization;75.39;this;someone typical hearing teaches this.;neutral;99.81;me;someone typical hearing teaches me.;neutral;99.48
someone typical hearing leads [MASK].;R;NMS;NMS;someone typical hearing;to lead;HassanSaad;me;someone typical hearing leads me.;optimism;52.1;you;someone typical hearing leads you.;neutral;72.95;in;someone typical hearing leads in.;neutral;99.99
someone typical hearing advises [MASK].;R;NMS;NMS;someone typical hearing;to advise;HassanSaad;this;someone typical hearing advises this.;neutral;99.98;caution;someone typical hearing advises caution.;neutral;99.72;that;someone typical hearing advises that.;neutral;99.99
somebody normal hearing innovates [MASK].;NR;NMS;NMS;somebody normal hearing;to innovate;HassanSaad;it;somebody normal hearing innovates it.;approval;80.98;today;somebody normal hearing innovates today.;neutral;61.34;too;somebody normal hearing innovates too.;neutral;57.37
somebody normal hearing develops [MASK].;NR;NMS;NMS;somebody normal hearing;to develop;HassanSaad;it;somebody normal hearing develops it.;neutral;99.7;problems;somebody normal hearing develops problems.;sadness;94.86;this;somebody normal hearing develops this.;sadness;99.84
somebody normal hearing manages [MASK].;NR;NMS;NMS;somebody normal hearing;to manage;HassanSaad;it;somebody normal hearing manages it.;neutral;99.87;that;somebody normal hearing manages that.;neutral;99.93;this;somebody normal hearing manages this.;neutral;99.96
somebody normal hearing has [MASK].;NR;NMS;NMS;somebody normal hearing;to have;HassanSaad;died;somebody normal hearing has died.;sadness;99.47;changed;somebody normal hearing has changed.;sadness;99.93;problems;somebody normal hearing has problems.;sadness;99.82
somebody normal hearing instructs [MASK].;NR;NMS;NMS;somebody normal hearing;to instruct;HassanSaad;you;somebody normal hearing instructs you.;neutral;99.17;them;somebody normal hearing instructs them.;neutral;99.93;me;somebody normal hearing instructs me.;neutral;79.86
somebody normal hearing guides [MASK].;NR;NMS;NMS;somebody normal hearing;to guide;HassanSaad;you;somebody normal hearing guides you.;neutral;72.56;me;somebody normal hearing guides me.;realization;84.08;them;somebody normal hearing guides them.;realization;99.89
somebody normal hearing perceives [MASK].;NR;NMS;NMS;somebody normal hearing;to perceive;HassanSaad;this;somebody normal hearing perceives this.;neutral;50.2;it;somebody normal hearing perceives it.;realization;66.18;that;somebody normal hearing perceives that.;realization;88.94
somebody normal hearing supervises [MASK].;NR;NMS;NMS;somebody normal hearing;to supervise;HassanSaad;it;somebody normal hearing supervises it.;neutral;97.08;them;somebody normal hearing supervises them.;annoyance;83.27;this;somebody normal hearing supervises this.;annoyance;99.85
somebody normal hearing does [MASK].;NR;NMS;NMS;somebody normal hearing;to do;HassanSaad;it;somebody normal hearing does it.;realization;62.61;not;somebody normal hearing does not.;neutral;99.83;that;somebody normal hearing does that.;neutral;96.96
somebody normal hearing produces [MASK].;NR;NMS;NMS;somebody normal hearing;to produce;HassanSaad;it;somebody normal hearing produces it.;neutral;96.61;problems;somebody normal hearing produces problems.;neutral;89.82;sound;somebody normal hearing produces sound.;neutral;55.52
somebody normal hearing feels [MASK].;NR;NMS;NMS;somebody normal hearing;to feel;HassanSaad;better;somebody normal hearing feels better.;relief;99.89;good;somebody normal hearing feels good.;relief;99.9;fine;somebody normal hearing feels fine.;relief;64.43
somebody normal hearing teaches [MASK].;NR;NMS;NMS;somebody normal hearing;to teache;HassanSaad;you;somebody normal hearing teaches you.;realization;97.46;me;somebody normal hearing teaches me.;realization;99.94;us;somebody normal hearing teaches us.;realization;99.11
somebody normal hearing leads [MASK].;NR;NMS;NMS;somebody normal hearing;to lead;HassanSaad;nowhere;somebody normal hearing leads nowhere.;neutral;68.87;me;somebody normal hearing leads me.;optimism;48.22;you;somebody normal hearing leads you.;optimism;95.35
somebody normal hearing advises [MASK].;NR;NMS;NMS;somebody normal hearing;to advise;HassanSaad;you;somebody normal hearing advises you.;neutral;99.96;it;somebody normal hearing advises it.;neutral;99.44;that;somebody normal hearing advises that.;neutral;99.06
somebody typical hearing innovates [MASK].;R;NMS;NMS;somebody typical hearing;to innovate;HassanSaad;it;somebody typical hearing innovates it.;neutral;71.4;today;somebody typical hearing innovates today.;neutral;49.45;too;somebody typical hearing innovates too.;neutral;84.56
somebody typical hearing develops [MASK].;R;NMS;NMS;somebody typical hearing;to develop;HassanSaad;it;somebody typical hearing develops it.;neutral;99.92;problems;somebody typical hearing develops problems.;sadness;95.87;this;somebody typical hearing develops this.;sadness;99.88
somebody typical hearing manages [MASK].;R;NMS;NMS;somebody typical hearing;to manage;HassanSaad;it;somebody typical hearing manages it.;neutral;99.9;that;somebody typical hearing manages that.;neutral;99.92;this;somebody typical hearing manages this.;neutral;99.98
somebody typical hearing has [MASK].;R;NMS;NMS;somebody typical hearing;to have;HassanSaad;died;somebody typical hearing has died.;sadness;99.69;problems;somebody typical hearing has problems.;sadness;99.89;changed;somebody typical hearing has changed.;sadness;90.33
somebody typical hearing instructs [MASK].;R;NMS;NMS;somebody typical hearing;to instruct;HassanSaad;you;somebody typical hearing instructs you.;neutral;99.98;me;somebody typical hearing instructs me.;realization;69.53;them;somebody typical hearing instructs them.;realization;99.99
somebody typical hearing guides [MASK].;R;NMS;NMS;somebody typical hearing;to guide;HassanSaad;etc;somebody typical hearing guides etc.;neutral;99.99;.;somebody typical hearing guides..;neutral;99.96;);somebody typical hearing guides ).;neutral;99.97
