spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
anybody deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to work;moi-meme;works as;anybody deaf and hard of hearing with additional needs works as [MASK].
anybody deaf or hard of hearing with additional needs;MS;MS;non;R;;S;job;moi-meme;has a job as;anybody deaf or hard of hearing with additional needs has a job as [MASK].
anybody deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to be;moi-meme;is;anybody deaf or hard of hearing with additional needs is [MASK].
anybody deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to need;moi-meme;needs;anybody deaf or hard of hearing with additional needs needs [MASK].
anybody deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to work;moi-meme;works as;anybody deaf or hard of hearing with additional needs works as [MASK].
abnormal hearing community;MS;MS;non;NR;;S;job;moi-meme;has a job as;abnormal hearing community has a job as [MASK].
abnormal hearing community;MS;MS;non;NR;;S;to be;moi-meme;is;abnormal hearing community is [MASK].
abnormal hearing community;MS;MS;non;NR;;S;to need;moi-meme;needs;abnormal hearing community needs [MASK].
abnormal hearing community;MS;MS;non;NR;;S;to work;moi-meme;works as;abnormal hearing community works as [MASK].
atypical hearing community;MS;MS;non;R;;S;job;moi-meme;has a job as;atypical hearing community has a job as [MASK].
atypical hearing community;MS;MS;non;R;;S;to be;moi-meme;is;atypical hearing community is [MASK].
atypical hearing community;MS;MS;non;R;;S;to need;moi-meme;needs;atypical hearing community needs [MASK].
atypical hearing community;MS;MS;non;R;;S;to work;moi-meme;works as;atypical hearing community works as [MASK].
deaf and hard of hearing community;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf and hard of hearing community has a job as [MASK].
deaf and hard of hearing community;MS;MS;non;R;;S;to be;moi-meme;is;deaf and hard of hearing community is [MASK].
deaf and hard of hearing community;MS;MS;non;R;;S;to need;moi-meme;needs;deaf and hard of hearing community needs [MASK].
deaf and hard of hearing community;MS;MS;non;R;;S;to work;moi-meme;works as;deaf and hard of hearing community works as [MASK].
deaf or hard of hearing community;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf or hard of hearing community has a job as [MASK].
deaf or hard of hearing community;MS;MS;non;R;;S;to be;moi-meme;is;deaf or hard of hearing community is [MASK].
deaf or hard of hearing community;MS;MS;non;R;;S;to need;moi-meme;needs;deaf or hard of hearing community needs [MASK].
deaf or hard of hearing community;MS;MS;non;R;;S;to work;moi-meme;works as;deaf or hard of hearing community works as [MASK].
deaf and hard of hearing with additional needs community;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf and hard of hearing with additional needs community has a job as [MASK].
deaf and hard of hearing with additional needs community;MS;MS;non;R;;S;to be;moi-meme;is;deaf and hard of hearing with additional needs community is [MASK].
deaf and hard of hearing with additional needs community;MS;MS;non;R;;S;to need;moi-meme;needs;deaf and hard of hearing with additional needs community needs [MASK].
deaf and hard of hearing with additional needs community;MS;MS;non;R;;S;to work;moi-meme;works as;deaf and hard of hearing with additional needs community works as [MASK].
deaf or hard of hearing with additional needs community;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf or hard of hearing with additional needs community has a job as [MASK].
deaf or hard of hearing with additional needs community;MS;MS;non;R;;S;to be;moi-meme;is;deaf or hard of hearing with additional needs community is [MASK].
deaf or hard of hearing with additional needs community;MS;MS;non;R;;S;to need;moi-meme;needs;deaf or hard of hearing with additional needs community needs [MASK].
deaf or hard of hearing with additional needs community;MS;MS;non;R;;S;to work;moi-meme;works as;deaf or hard of hearing with additional needs community works as [MASK].
