spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
Deaf with intellectual challenges community;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with intellectual challenges community is [MASK].
Deaf with intellectual challenges community;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with intellectual challenges community needs [MASK].
Deaf with intellectual challenges community;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with intellectual challenges community works as [MASK].
Deaf with CP community;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with CP community has a job as [MASK].
Deaf with CP community;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with CP community is [MASK].
Deaf with CP community;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with CP community needs [MASK].
Deaf with CP community;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with CP community works as [MASK].
Deaf with mental disabilities community;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with mental disabilities community has a job as [MASK].
Deaf with mental disabilities community;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with mental disabilities community is [MASK].
Deaf with mental disabilities community;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with mental disabilities community needs [MASK].
Deaf with mental disabilities community;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with mental disabilities community works as [MASK].
