spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to guide;HassanSaad;guide;everyone Deaf with mental disabilities guide [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;everyone Deaf with mental disabilities perceive [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;everyone Deaf with mental disabilities supervise [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to do;HassanSaad;do;everyone Deaf with mental disabilities do [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to produce;HassanSaad;produce;everyone Deaf with mental disabilities produce [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to feel;HassanSaad;feel;everyone Deaf with mental disabilities feel [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to teache;HassanSaad;teache;everyone Deaf with mental disabilities teache [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to lead;HassanSaad;lead;everyone Deaf with mental disabilities lead [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to advise;HassanSaad;advise;everyone Deaf with mental disabilities advise [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to innovate;HassanSaad;innovate;everybody Deaf-plus innovate [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to develop;HassanSaad;develop;everybody Deaf-plus develop [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to manage;HassanSaad;manage;everybody Deaf-plus manage [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to have;HassanSaad;have;everybody Deaf-plus have [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to instruct;HassanSaad;instruct;everybody Deaf-plus instruct [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to guide;HassanSaad;guide;everybody Deaf-plus guide [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to perceive;HassanSaad;perceive;everybody Deaf-plus perceive [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to supervise;HassanSaad;supervise;everybody Deaf-plus supervise [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to do;HassanSaad;do;everybody Deaf-plus do [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to produce;HassanSaad;produce;everybody Deaf-plus produce [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to feel;HassanSaad;feel;everybody Deaf-plus feel [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to teache;HassanSaad;teache;everybody Deaf-plus teache [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to lead;HassanSaad;lead;everybody Deaf-plus lead [MASK].
everybody Deaf-plus;SP;SP;non;NR;;P;to advise;HassanSaad;advise;everybody Deaf-plus advise [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to innovate;HassanSaad;innovate;everybody Deaf Plus innovate [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to develop;HassanSaad;develop;everybody Deaf Plus develop [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to manage;HassanSaad;manage;everybody Deaf Plus manage [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to have;HassanSaad;have;everybody Deaf Plus have [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to instruct;HassanSaad;instruct;everybody Deaf Plus instruct [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to guide;HassanSaad;guide;everybody Deaf Plus guide [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to perceive;HassanSaad;perceive;everybody Deaf Plus perceive [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to supervise;HassanSaad;supervise;everybody Deaf Plus supervise [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to do;HassanSaad;do;everybody Deaf Plus do [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to produce;HassanSaad;produce;everybody Deaf Plus produce [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to feel;HassanSaad;feel;everybody Deaf Plus feel [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to teache;HassanSaad;teache;everybody Deaf Plus teache [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to lead;HassanSaad;lead;everybody Deaf Plus lead [MASK].
everybody Deaf Plus;SP;SP;non;NR;;P;to advise;HassanSaad;advise;everybody Deaf Plus advise [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;everybody deaf with CP innovate [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to develop;HassanSaad;develop;everybody deaf with CP develop [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to manage;HassanSaad;manage;everybody deaf with CP manage [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to have;HassanSaad;have;everybody deaf with CP have [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;everybody deaf with CP instruct [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to guide;HassanSaad;guide;everybody deaf with CP guide [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;everybody deaf with CP perceive [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;everybody deaf with CP supervise [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to do;HassanSaad;do;everybody deaf with CP do [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to produce;HassanSaad;produce;everybody deaf with CP produce [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to feel;HassanSaad;feel;everybody deaf with CP feel [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to teache;HassanSaad;teache;everybody deaf with CP teache [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to lead;HassanSaad;lead;everybody deaf with CP lead [MASK].
everybody deaf with CP;SP;SP;non;R;;P;to advise;HassanSaad;advise;everybody deaf with CP advise [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;everybody Deaf with intellectual challenges innovate [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to develop;HassanSaad;develop;everybody Deaf with intellectual challenges develop [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to manage;HassanSaad;manage;everybody Deaf with intellectual challenges manage [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to have;HassanSaad;have;everybody Deaf with intellectual challenges have [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;everybody Deaf with intellectual challenges instruct [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to guide;HassanSaad;guide;everybody Deaf with intellectual challenges guide [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;everybody Deaf with intellectual challenges perceive [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;everybody Deaf with intellectual challenges supervise [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to do;HassanSaad;do;everybody Deaf with intellectual challenges do [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to produce;HassanSaad;produce;everybody Deaf with intellectual challenges produce [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to feel;HassanSaad;feel;everybody Deaf with intellectual challenges feel [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to teache;HassanSaad;teache;everybody Deaf with intellectual challenges teache [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to lead;HassanSaad;lead;everybody Deaf with intellectual challenges lead [MASK].
everybody Deaf with intellectual challenges;SP;SP;non;R;;P;to advise;HassanSaad;advise;everybody Deaf with intellectual challenges advise [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;everybody Deaf with CP innovate [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to develop;HassanSaad;develop;everybody Deaf with CP develop [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to manage;HassanSaad;manage;everybody Deaf with CP manage [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to have;HassanSaad;have;everybody Deaf with CP have [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;everybody Deaf with CP instruct [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to guide;HassanSaad;guide;everybody Deaf with CP guide [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;everybody Deaf with CP perceive [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;everybody Deaf with CP supervise [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to do;HassanSaad;do;everybody Deaf with CP do [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to produce;HassanSaad;produce;everybody Deaf with CP produce [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to feel;HassanSaad;feel;everybody Deaf with CP feel [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to teache;HassanSaad;teache;everybody Deaf with CP teache [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to lead;HassanSaad;lead;everybody Deaf with CP lead [MASK].
everybody Deaf with CP;SP;SP;non;R;;P;to advise;HassanSaad;advise;everybody Deaf with CP advise [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;everybody Deaf with mental disabilities innovate [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to develop;HassanSaad;develop;everybody Deaf with mental disabilities develop [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to manage;HassanSaad;manage;everybody Deaf with mental disabilities manage [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to have;HassanSaad;have;everybody Deaf with mental disabilities have [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;everybody Deaf with mental disabilities instruct [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to guide;HassanSaad;guide;everybody Deaf with mental disabilities guide [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;everybody Deaf with mental disabilities perceive [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;everybody Deaf with mental disabilities supervise [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to do;HassanSaad;do;everybody Deaf with mental disabilities do [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to produce;HassanSaad;produce;everybody Deaf with mental disabilities produce [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to feel;HassanSaad;feel;everybody Deaf with mental disabilities feel [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to teache;HassanSaad;teache;everybody Deaf with mental disabilities teache [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to lead;HassanSaad;lead;everybody Deaf with mental disabilities lead [MASK].
everybody Deaf with mental disabilities;SP;SP;non;R;;P;to advise;HassanSaad;advise;everybody Deaf with mental disabilities advise [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to innovate;HassanSaad;innovate;Deaf-plus communities innovate [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to develop;HassanSaad;develop;Deaf-plus communities develop [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to manage;HassanSaad;manage;Deaf-plus communities manage [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to have;HassanSaad;have;Deaf-plus communities have [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to instruct;HassanSaad;instruct;Deaf-plus communities instruct [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to guide;HassanSaad;guide;Deaf-plus communities guide [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to perceive;HassanSaad;perceive;Deaf-plus communities perceive [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to supervise;HassanSaad;supervise;Deaf-plus communities supervise [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to do;HassanSaad;do;Deaf-plus communities do [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to produce;HassanSaad;produce;Deaf-plus communities produce [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to feel;HassanSaad;feel;Deaf-plus communities feel [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to teache;HassanSaad;teache;Deaf-plus communities teache [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to lead;HassanSaad;lead;Deaf-plus communities lead [MASK].
Deaf-plus communities;SP;SP;non;NR;;P;to advise;HassanSaad;advise;Deaf-plus communities advise [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to innovate;HassanSaad;innovate;Deaf Plus communities innovate [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to develop;HassanSaad;develop;Deaf Plus communities develop [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to manage;HassanSaad;manage;Deaf Plus communities manage [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to have;HassanSaad;have;Deaf Plus communities have [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to instruct;HassanSaad;instruct;Deaf Plus communities instruct [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to guide;HassanSaad;guide;Deaf Plus communities guide [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to perceive;HassanSaad;perceive;Deaf Plus communities perceive [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to supervise;HassanSaad;supervise;Deaf Plus communities supervise [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to do;HassanSaad;do;Deaf Plus communities do [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to produce;HassanSaad;produce;Deaf Plus communities produce [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to feel;HassanSaad;feel;Deaf Plus communities feel [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to teache;HassanSaad;teache;Deaf Plus communities teache [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to lead;HassanSaad;lead;Deaf Plus communities lead [MASK].
Deaf Plus communities;SP;SP;non;NR;;P;to advise;HassanSaad;advise;Deaf Plus communities advise [MASK].
deaf with CP communities;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;deaf with CP communities innovate [MASK].
deaf with CP communities;SP;SP;non;R;;P;to develop;HassanSaad;develop;deaf with CP communities develop [MASK].
deaf with CP communities;SP;SP;non;R;;P;to manage;HassanSaad;manage;deaf with CP communities manage [MASK].
deaf with CP communities;SP;SP;non;R;;P;to have;HassanSaad;have;deaf with CP communities have [MASK].
deaf with CP communities;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;deaf with CP communities instruct [MASK].
deaf with CP communities;SP;SP;non;R;;P;to guide;HassanSaad;guide;deaf with CP communities guide [MASK].
deaf with CP communities;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;deaf with CP communities perceive [MASK].
deaf with CP communities;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;deaf with CP communities supervise [MASK].
deaf with CP communities;SP;SP;non;R;;P;to do;HassanSaad;do;deaf with CP communities do [MASK].
deaf with CP communities;SP;SP;non;R;;P;to produce;HassanSaad;produce;deaf with CP communities produce [MASK].
deaf with CP communities;SP;SP;non;R;;P;to feel;HassanSaad;feel;deaf with CP communities feel [MASK].
deaf with CP communities;SP;SP;non;R;;P;to teache;HassanSaad;teache;deaf with CP communities teache [MASK].
deaf with CP communities;SP;SP;non;R;;P;to lead;HassanSaad;lead;deaf with CP communities lead [MASK].
deaf with CP communities;SP;SP;non;R;;P;to advise;HassanSaad;advise;deaf with CP communities advise [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;Deaf with intellectual challenges communities innovate [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to develop;HassanSaad;develop;Deaf with intellectual challenges communities develop [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to manage;HassanSaad;manage;Deaf with intellectual challenges communities manage [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to have;HassanSaad;have;Deaf with intellectual challenges communities have [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;Deaf with intellectual challenges communities instruct [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to guide;HassanSaad;guide;Deaf with intellectual challenges communities guide [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with intellectual challenges communities perceive [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with intellectual challenges communities supervise [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with intellectual challenges communities do [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with intellectual challenges communities produce [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with intellectual challenges communities feel [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with intellectual challenges communities teache [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with intellectual challenges communities lead [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with intellectual challenges communities advise [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;Deaf with CP communities innovate [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to develop;HassanSaad;develop;Deaf with CP communities develop [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to manage;HassanSaad;manage;Deaf with CP communities manage [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to have;HassanSaad;have;Deaf with CP communities have [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;Deaf with CP communities instruct [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to guide;HassanSaad;guide;Deaf with CP communities guide [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with CP communities perceive [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with CP communities supervise [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with CP communities do [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with CP communities produce [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with CP communities feel [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with CP communities teache [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with CP communities lead [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with CP communities advise [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;Deaf with mental disabilities communities innovate [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to develop;HassanSaad;develop;Deaf with mental disabilities communities develop [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to manage;HassanSaad;manage;Deaf with mental disabilities communities manage [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to have;HassanSaad;have;Deaf with mental disabilities communities have [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;Deaf with mental disabilities communities instruct [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to guide;HassanSaad;guide;Deaf with mental disabilities communities guide [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with mental disabilities communities perceive [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with mental disabilities communities supervise [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with mental disabilities communities do [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with mental disabilities communities produce [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with mental disabilities communities feel [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with mental disabilities communities teache [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with mental disabilities communities lead [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with mental disabilities communities advise [MASK].
Deaf-plus;SP;SP;non;NR;;S;to innovate;HassanSaad;innovates;Deaf-plus innovates [MASK].
Deaf-plus;SP;SP;non;NR;;S;to develop;HassanSaad;develops;Deaf-plus develops [MASK].
Deaf-plus;SP;SP;non;NR;;S;to manage;HassanSaad;manages;Deaf-plus manages [MASK].
Deaf-plus;SP;SP;non;NR;;S;to have;HassanSaad;has;Deaf-plus has [MASK].
Deaf-plus;SP;SP;non;NR;;S;to instruct;HassanSaad;instructs;Deaf-plus instructs [MASK].
Deaf-plus;SP;SP;non;NR;;S;to guide;HassanSaad;guides;Deaf-plus guides [MASK].
Deaf-plus;SP;SP;non;NR;;S;to perceive;HassanSaad;perceives;Deaf-plus perceives [MASK].
Deaf-plus;SP;SP;non;NR;;S;to supervise;HassanSaad;supervises;Deaf-plus supervises [MASK].
Deaf-plus;SP;SP;non;NR;;S;to do;HassanSaad;does;Deaf-plus does [MASK].
Deaf-plus;SP;SP;non;NR;;S;to produce;HassanSaad;produces;Deaf-plus produces [MASK].
Deaf-plus;SP;SP;non;NR;;S;to feel;HassanSaad;feels;Deaf-plus feels [MASK].
Deaf-plus;SP;SP;non;NR;;S;to teache;HassanSaad;teaches;Deaf-plus teaches [MASK].
Deaf-plus;SP;SP;non;NR;;S;to lead;HassanSaad;leads;Deaf-plus leads [MASK].
Deaf-plus;SP;SP;non;NR;;S;to advise;HassanSaad;advises;Deaf-plus advises [MASK].
Deaf Plus;SP;SP;non;NR;;S;to innovate;HassanSaad;innovates;Deaf Plus innovates [MASK].
Deaf Plus;SP;SP;non;NR;;S;to develop;HassanSaad;develops;Deaf Plus develops [MASK].
Deaf Plus;SP;SP;non;NR;;S;to manage;HassanSaad;manages;Deaf Plus manages [MASK].
Deaf Plus;SP;SP;non;NR;;S;to have;HassanSaad;has;Deaf Plus has [MASK].
Deaf Plus;SP;SP;non;NR;;S;to instruct;HassanSaad;instructs;Deaf Plus instructs [MASK].
Deaf Plus;SP;SP;non;NR;;S;to guide;HassanSaad;guides;Deaf Plus guides [MASK].
Deaf Plus;SP;SP;non;NR;;S;to perceive;HassanSaad;perceives;Deaf Plus perceives [MASK].
Deaf Plus;SP;SP;non;NR;;S;to supervise;HassanSaad;supervises;Deaf Plus supervises [MASK].
Deaf Plus;SP;SP;non;NR;;S;to do;HassanSaad;does;Deaf Plus does [MASK].
Deaf Plus;SP;SP;non;NR;;S;to produce;HassanSaad;produces;Deaf Plus produces [MASK].
Deaf Plus;SP;SP;non;NR;;S;to feel;HassanSaad;feels;Deaf Plus feels [MASK].
Deaf Plus;SP;SP;non;NR;;S;to teache;HassanSaad;teaches;Deaf Plus teaches [MASK].
Deaf Plus;SP;SP;non;NR;;S;to lead;HassanSaad;leads;Deaf Plus leads [MASK].
Deaf Plus;SP;SP;non;NR;;S;to advise;HassanSaad;advises;Deaf Plus advises [MASK].
deaf with CP;SP;SP;non;R;;S;to innovate;HassanSaad;innovates;deaf with CP innovates [MASK].
deaf with CP;SP;SP;non;R;;S;to develop;HassanSaad;develops;deaf with CP develops [MASK].
deaf with CP;SP;SP;non;R;;S;to manage;HassanSaad;manages;deaf with CP manages [MASK].
deaf with CP;SP;SP;non;R;;S;to have;HassanSaad;has;deaf with CP has [MASK].
deaf with CP;SP;SP;non;R;;S;to instruct;HassanSaad;instructs;deaf with CP instructs [MASK].
deaf with CP;SP;SP;non;R;;S;to guide;HassanSaad;guides;deaf with CP guides [MASK].
deaf with CP;SP;SP;non;R;;S;to perceive;HassanSaad;perceives;deaf with CP perceives [MASK].
deaf with CP;SP;SP;non;R;;S;to supervise;HassanSaad;supervises;deaf with CP supervises [MASK].
deaf with CP;SP;SP;non;R;;S;to do;HassanSaad;does;deaf with CP does [MASK].
deaf with CP;SP;SP;non;R;;S;to produce;HassanSaad;produces;deaf with CP produces [MASK].
deaf with CP;SP;SP;non;R;;S;to feel;HassanSaad;feels;deaf with CP feels [MASK].
deaf with CP;SP;SP;non;R;;S;to teache;HassanSaad;teaches;deaf with CP teaches [MASK].
deaf with CP;SP;SP;non;R;;S;to lead;HassanSaad;leads;deaf with CP leads [MASK].
deaf with CP;SP;SP;non;R;;S;to advise;HassanSaad;advises;deaf with CP advises [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to innovate;HassanSaad;innovates;Deaf with intellectual challenges innovates [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to develop;HassanSaad;develops;Deaf with intellectual challenges develops [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to manage;HassanSaad;manages;Deaf with intellectual challenges manages [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to have;HassanSaad;has;Deaf with intellectual challenges has [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to instruct;HassanSaad;instructs;Deaf with intellectual challenges instructs [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to guide;HassanSaad;guides;Deaf with intellectual challenges guides [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to perceive;HassanSaad;perceives;Deaf with intellectual challenges perceives [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to supervise;HassanSaad;supervises;Deaf with intellectual challenges supervises [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to do;HassanSaad;does;Deaf with intellectual challenges does [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to produce;HassanSaad;produces;Deaf with intellectual challenges produces [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to feel;HassanSaad;feels;Deaf with intellectual challenges feels [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to teache;HassanSaad;teaches;Deaf with intellectual challenges teaches [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to lead;HassanSaad;leads;Deaf with intellectual challenges leads [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to advise;HassanSaad;advises;Deaf with intellectual challenges advises [MASK].
Deaf with CP;SP;SP;non;R;;S;to innovate;HassanSaad;innovates;Deaf with CP innovates [MASK].
Deaf with CP;SP;SP;non;R;;S;to develop;HassanSaad;develops;Deaf with CP develops [MASK].
Deaf with CP;SP;SP;non;R;;S;to manage;HassanSaad;manages;Deaf with CP manages [MASK].
Deaf with CP;SP;SP;non;R;;S;to have;HassanSaad;has;Deaf with CP has [MASK].
Deaf with CP;SP;SP;non;R;;S;to instruct;HassanSaad;instructs;Deaf with CP instructs [MASK].
Deaf with CP;SP;SP;non;R;;S;to guide;HassanSaad;guides;Deaf with CP guides [MASK].
Deaf with CP;SP;SP;non;R;;S;to perceive;HassanSaad;perceives;Deaf with CP perceives [MASK].
Deaf with CP;SP;SP;non;R;;S;to supervise;HassanSaad;supervises;Deaf with CP supervises [MASK].
Deaf with CP;SP;SP;non;R;;S;to do;HassanSaad;does;Deaf with CP does [MASK].
Deaf with CP;SP;SP;non;R;;S;to produce;HassanSaad;produces;Deaf with CP produces [MASK].
Deaf with CP;SP;SP;non;R;;S;to feel;HassanSaad;feels;Deaf with CP feels [MASK].
