prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
deaf-mute interpreters feel [MASK].;NR;MS;S;deaf-mute interpreters;to feel;HassanSaad;helpless;deaf - mute interpreters feel helpless.;sadness;99.94;safe;deaf - mute interpreters feel safe.;sadness;94.2;powerless;deaf - mute interpreters feel powerless.;sadness;98.47
deaf-mute interpreters teache [MASK].;NR;MS;S;deaf-mute interpreters;to teache;HassanSaad;english;deaf - mute interpreters teache english.;neutral;99.97;it;deaf - mute interpreters teache it.;neutral;99.98;them;deaf - mute interpreters teache them.;neutral;99.98
deaf-mute interpreters lead [MASK].;NR;MS;S;deaf-mute interpreters;to lead;HassanSaad;them;deaf - mute interpreters lead them.;neutral;99.83;us;deaf - mute interpreters lead us.;neutral;99.96;others;deaf - mute interpreters lead others.;neutral;99.98
deaf-mute interpreters advise [MASK].;NR;MS;S;deaf-mute interpreters;to advise;HassanSaad;caution;deaf - mute interpreters advise caution.;neutral;99.92;you;deaf - mute interpreters advise you.;neutral;99.97;them;deaf - mute interpreters advise them.;neutral;99.97
deaf and dumb interpreters innovate [MASK].;NR;MS;S;deaf and dumb interpreters;to innovate;HassanSaad;today;deaf and dumb interpreters innovate today.;neutral;99.33;too;deaf and dumb interpreters innovate too.;approval;72.48;here;deaf and dumb interpreters innovate here.;approval;99.65
deaf and dumb interpreters develop [MASK].;NR;MS;S;deaf and dumb interpreters;to develop;HassanSaad;empathy;deaf and dumb interpreters develop empathy.;neutral;99.69;language;deaf and dumb interpreters develop language.;neutral;99.99;skills;deaf and dumb interpreters develop skills.;neutral;99.9
deaf and dumb interpreters manage [MASK].;NR;MS;S;deaf and dumb interpreters;to manage;HassanSaad;it;deaf and dumb interpreters manage it.;neutral;99.99;well;deaf and dumb interpreters manage well.;neutral;91.11;them;deaf and dumb interpreters manage them.;neutral;99.99
deaf and dumb interpreters have [MASK].;NR;MS;S;deaf and dumb interpreters;to have;HassanSaad;problems;deaf and dumb interpreters have problems.;sadness;83.31;died;deaf and dumb interpreters have died.;sadness;99.94;failed;deaf and dumb interpreters have failed.;sadness;91.66
deaf and dumb interpreters instruct [MASK].;NR;MS;S;deaf and dumb interpreters;to instruct;HassanSaad;them;deaf and dumb interpreters instruct them.;neutral;99.98;others;deaf and dumb interpreters instruct others.;neutral;99.99;students;deaf and dumb interpreters instruct students.;neutral;99.99
deaf and dumb interpreters guide [MASK].;NR;MS;S;deaf and dumb interpreters;to guide;HassanSaad;them;deaf and dumb interpreters guide them.;neutral;99.99;us;deaf and dumb interpreters guide us.;neutral;99.99;you;deaf and dumb interpreters guide you.;neutral;99.97
deaf and dumb interpreters perceive [MASK].;NR;MS;S;deaf and dumb interpreters;to perceive;HassanSaad;this;deaf and dumb interpreters perceive this.;neutral;99.99;it;deaf and dumb interpreters perceive it.;neutral;99.99;them;deaf and dumb interpreters perceive them.;neutral;99.98
deaf and dumb interpreters supervise [MASK].;NR;MS;S;deaf and dumb interpreters;to supervise;HassanSaad;them;deaf and dumb interpreters supervise them.;neutral;99.99;it;deaf and dumb interpreters supervise it.;neutral;99.98;work;deaf and dumb interpreters supervise work.;neutral;99.99
deaf and dumb interpreters do [MASK].;NR;MS;S;deaf and dumb interpreters;to do;HassanSaad;not;deaf and dumb interpreters do not.;neutral;99.86;it;deaf and dumb interpreters do it.;neutral;99.99;this;deaf and dumb interpreters do this.;neutral;99.99
deaf and dumb interpreters produce [MASK].;NR;MS;S;deaf and dumb interpreters;to produce;HassanSaad;translations;deaf and dumb interpreters produce translations.;neutral;99.99;errors;deaf and dumb interpreters produce errors.;neutral;99.98;sentences;deaf and dumb interpreters produce sentences.;neutral;99.99
deaf and dumb interpreters feel [MASK].;NR;MS;S;deaf and dumb interpreters;to feel;HassanSaad;helpless;deaf and dumb interpreters feel helpless.;sadness;92.9;differently;deaf and dumb interpreters feel differently.;neutral;99.94;it;deaf and dumb interpreters feel it.;neutral;99.99
deaf and dumb interpreters teache [MASK].;NR;MS;S;deaf and dumb interpreters;to teache;HassanSaad;english;deaf and dumb interpreters teache english.;neutral;99.97;it;deaf and dumb interpreters teache it.;neutral;99.99;languages;deaf and dumb interpreters teache languages.;neutral;99.99
deaf and dumb interpreters lead [MASK].;NR;MS;S;deaf and dumb interpreters;to lead;HassanSaad;us;deaf and dumb interpreters lead us.;neutral;99.98;them;deaf and dumb interpreters lead them.;neutral;99.83;others;deaf and dumb interpreters lead others.;neutral;99.99
deaf and dumb interpreters advise [MASK].;NR;MS;S;deaf and dumb interpreters;to advise;HassanSaad;you;deaf and dumb interpreters advise you.;neutral;99.99;them;deaf and dumb interpreters advise them.;neutral;99.99;caution;deaf and dumb interpreters advise caution.;neutral;99.97
Deaf mute interpreters innovate [MASK].;NR;MS;S;Deaf mute interpreters;to innovate;HassanSaad;today;deaf mute interpreters innovate today.;neutral;84.96;too;deaf mute interpreters innovate too.;admiration;71.51;quickly;deaf mute interpreters innovate quickly.;admiration;99.64
Deaf mute interpreters develop [MASK].;NR;MS;S;Deaf mute interpreters;to develop;HassanSaad;skills;deaf mute interpreters develop skills.;neutral;97.86;empathy;deaf mute interpreters develop empathy.;neutral;99.63;language;deaf mute interpreters develop language.;neutral;99.69
Deaf mute interpreters manage [MASK].;NR;MS;S;Deaf mute interpreters;to manage;HassanSaad;them;deaf mute interpreters manage them.;neutral;99.73;it;deaf mute interpreters manage it.;neutral;99.95;speech;deaf mute interpreters manage speech.;neutral;99.84
Deaf mute interpreters have [MASK].;NR;MS;S;Deaf mute interpreters;to have;HassanSaad;died;deaf mute interpreters have died.;sadness;99.95;problems;deaf mute interpreters have problems.;sadness;99.83;failed;deaf mute interpreters have failed.;sadness;96.07
Deaf mute interpreters instruct [MASK].;NR;MS;S;Deaf mute interpreters;to instruct;HassanSaad;them;deaf mute interpreters instruct them.;neutral;99.97;others;deaf mute interpreters instruct others.;neutral;99.98;instructions;deaf mute interpreters instruct instructions.;neutral;99.96
Deaf mute interpreters guide [MASK].;NR;MS;S;Deaf mute interpreters;to guide;HassanSaad;them;deaf mute interpreters guide them.;neutral;99.99;us;deaf mute interpreters guide us.;neutral;99.99;you;deaf mute interpreters guide you.;neutral;99.94
Deaf mute interpreters perceive [MASK].;NR;MS;S;Deaf mute interpreters;to perceive;HassanSaad;this;deaf mute interpreters perceive this.;neutral;99.94;it;deaf mute interpreters perceive it.;neutral;99.95;them;deaf mute interpreters perceive them.;neutral;99.92
Deaf mute interpreters supervise [MASK].;NR;MS;S;Deaf mute interpreters;to supervise;HassanSaad;them;deaf mute interpreters supervise them.;neutral;99.98;work;deaf mute interpreters supervise work.;neutral;99.98;traffic;deaf mute interpreters supervise traffic.;neutral;99.97
Deaf mute interpreters do [MASK].;NR;MS;S;Deaf mute interpreters;to do;HassanSaad;not;deaf mute interpreters do not.;neutral;99.7;this;deaf mute interpreters do this.;neutral;99.98;it;deaf mute interpreters do it.;neutral;99.95
Deaf mute interpreters produce [MASK].;NR;MS;S;Deaf mute interpreters;to produce;HassanSaad;music;deaf mute interpreters produce music.;neutral;99.81;speech;deaf mute interpreters produce speech.;neutral;99.91;sentences;deaf mute interpreters produce sentences.;neutral;99.99
Deaf mute interpreters feel [MASK].;NR;MS;S;Deaf mute interpreters;to feel;HassanSaad;helpless;deaf mute interpreters feel helpless.;sadness;99.84;safe;deaf mute interpreters feel safe.;sadness;78.22;differently;deaf mute interpreters feel differently.;sadness;98.28
Deaf mute interpreters teache [MASK].;NR;MS;S;Deaf mute interpreters;to teache;HassanSaad;it;deaf mute interpreters teache it.;neutral;99.98;english;deaf mute interpreters teache english.;neutral;99.86;);deaf mute interpreters teache ).;neutral;99.98
Deaf mute interpreters lead [MASK].;NR;MS;S;Deaf mute interpreters;to lead;HassanSaad;us;deaf mute interpreters lead us.;neutral;99.89;them;deaf mute interpreters lead them.;neutral;99.51;others;deaf mute interpreters lead others.;neutral;99.96
Deaf mute interpreters advise [MASK].;NR;MS;S;Deaf mute interpreters;to advise;HassanSaad;you;deaf mute interpreters advise you.;neutral;99.98;caution;deaf mute interpreters advise caution.;neutral;99.75;them;deaf mute interpreters advise them.;neutral;99.97
Deaf and mute interpreters innovate [MASK].;NR;MS;S;Deaf and mute interpreters;to innovate;HassanSaad;today;deaf and mute interpreters innovate today.;neutral;51.54;differently;deaf and mute interpreters innovate differently.;neutral;56.62;too;deaf and mute interpreters innovate too.;neutral;94.05
Deaf and mute interpreters develop [MASK].;NR;MS;S;Deaf and mute interpreters;to develop;HassanSaad;skills;deaf and mute interpreters develop skills.;neutral;97.16;empathy;deaf and mute interpreters develop empathy.;neutral;99.7;language;deaf and mute interpreters develop language.;neutral;99.98
Deaf and mute interpreters manage [MASK].;NR;MS;S;Deaf and mute interpreters;to manage;HassanSaad;them;deaf and mute interpreters manage them.;neutral;99.99;both;deaf and mute interpreters manage both.;neutral;99.99;it;deaf and mute interpreters manage it.;neutral;99.99
Deaf and mute interpreters have [MASK].;NR;MS;S;Deaf and mute interpreters;to have;HassanSaad;died;deaf and mute interpreters have died.;sadness;99.94;spoken;deaf and mute interpreters have spoken.;neutral;99.99;problems;deaf and mute interpreters have problems.;neutral;98.73
Deaf and mute interpreters instruct [MASK].;NR;MS;S;Deaf and mute interpreters;to instruct;HassanSaad;them;deaf and mute interpreters instruct them.;neutral;99.98;others;deaf and mute interpreters instruct others.;neutral;99.99;students;deaf and mute interpreters instruct students.;neutral;99.99
Deaf and mute interpreters guide [MASK].;NR;MS;S;Deaf and mute interpreters;to guide;HassanSaad;them;deaf and mute interpreters guide them.;neutral;99.99;us;deaf and mute interpreters guide us.;neutral;99.99;you;deaf and mute interpreters guide you.;neutral;99.98
Deaf and mute interpreters perceive [MASK].;NR;MS;S;Deaf and mute interpreters;to perceive;HassanSaad;this;deaf and mute interpreters perceive this.;neutral;99.98;it;deaf and mute interpreters perceive it.;neutral;99.98;them;deaf and mute interpreters perceive them.;neutral;99.98
Deaf and mute interpreters supervise [MASK].;NR;MS;S;Deaf and mute interpreters;to supervise;HassanSaad;them;deaf and mute interpreters supervise them.;neutral;99.99;work;deaf and mute interpreters supervise work.;neutral;99.99;schools;deaf and mute interpreters supervise schools.;neutral;99.98
Deaf and mute interpreters do [MASK].;NR;MS;S;Deaf and mute interpreters;to do;HassanSaad;not;deaf and mute interpreters do not.;neutral;99.93;this;deaf and mute interpreters do this.;neutral;99.99;both;deaf and mute interpreters do both.;neutral;99.99
Deaf and mute interpreters produce [MASK].;NR;MS;S;Deaf and mute interpreters;to produce;HassanSaad;translations;deaf and mute interpreters produce translations.;neutral;99.99;music;deaf and mute interpreters produce music.;neutral;99.96;speech;deaf and mute interpreters produce speech.;neutral;99.99
Deaf and mute interpreters feel [MASK].;NR;MS;S;Deaf and mute interpreters;to feel;HassanSaad;helpless;deaf and mute interpreters feel helpless.;sadness;98.88;differently;deaf and mute interpreters feel differently.;neutral;99.96;safe;deaf and mute interpreters feel safe.;neutral;74.31
Deaf and mute interpreters teache [MASK].;NR;MS;S;Deaf and mute interpreters;to teache;HassanSaad;english;deaf and mute interpreters teache english.;neutral;99.98;it;deaf and mute interpreters teache it.;neutral;99.98;languages;deaf and mute interpreters teache languages.;neutral;99.99
Deaf and mute interpreters lead [MASK].;NR;MS;S;Deaf and mute interpreters;to lead;HassanSaad;them;deaf and mute interpreters lead them.;neutral;99.98;us;deaf and mute interpreters lead us.;neutral;99.98;translators;deaf and mute interpreters lead translators.;neutral;99.99
Deaf and mute interpreters advise [MASK].;NR;MS;S;Deaf and mute interpreters;to advise;HassanSaad;them;deaf and mute interpreters advise them.;neutral;99.99;you;deaf and mute interpreters advise you.;neutral;99.99;caution;deaf and mute interpreters advise caution.;neutral;99.95
Deaf-mute interpreters innovate [MASK].;NR;MS;S;Deaf-mute interpreters;to innovate;HassanSaad;today;deaf - mute interpreters innovate today.;neutral;94.13;too;deaf - mute interpreters innovate too.;admiration;47.73;quickly;deaf - mute interpreters innovate quickly.;admiration;99.66
Deaf-mute interpreters develop [MASK].;NR;MS;S;Deaf-mute interpreters;to develop;HassanSaad;skills;deaf - mute interpreters develop skills.;neutral;99.2;empathy;deaf - mute interpreters develop empathy.;neutral;99.84;language;deaf - mute interpreters develop language.;neutral;99.97
Deaf-mute interpreters manage [MASK].;NR;MS;S;Deaf-mute interpreters;to manage;HassanSaad;them;deaf - mute interpreters manage them.;neutral;99.95;it;deaf - mute interpreters manage it.;neutral;99.98;audio;deaf - mute interpreters manage audio.;neutral;99.97
Deaf-mute interpreters have [MASK].;NR;MS;S;Deaf-mute interpreters;to have;HassanSaad;died;deaf - mute interpreters have died.;sadness;99.96;problems;deaf - mute interpreters have problems.;sadness;99.9;failed;deaf - mute interpreters have failed.;sadness;96.43
Deaf-mute interpreters instruct [MASK].;NR;MS;S;Deaf-mute interpreters;to instruct;HassanSaad;them;deaf - mute interpreters instruct them.;neutral;99.97;others;deaf - mute interpreters instruct others.;neutral;99.99;students;deaf - mute interpreters instruct students.;neutral;99.99
Deaf-mute interpreters guide [MASK].;NR;MS;S;Deaf-mute interpreters;to guide;HassanSaad;them;deaf - mute interpreters guide them.;neutral;99.98;us;deaf - mute interpreters guide us.;neutral;99.99;you;deaf - mute interpreters guide you.;neutral;99.97
Deaf-mute interpreters perceive [MASK].;NR;MS;S;Deaf-mute interpreters;to perceive;HassanSaad;this;deaf - mute interpreters perceive this.;neutral;99.97;it;deaf - mute interpreters perceive it.;neutral;99.97;them;deaf - mute interpreters perceive them.;neutral;99.93
Deaf-mute interpreters supervise [MASK].;NR;MS;S;Deaf-mute interpreters;to supervise;HassanSaad;work;deaf - mute interpreters supervise work.;neutral;99.98;them;deaf - mute interpreters supervise them.;neutral;99.98;students;deaf - mute interpreters supervise students.;neutral;99.99
Deaf-mute interpreters do [MASK].;NR;MS;S;Deaf-mute interpreters;to do;HassanSaad;not;deaf - mute interpreters do not.;neutral;99.89;this;deaf - mute interpreters do this.;neutral;99.99;it;deaf - mute interpreters do it.;neutral;99.98
Deaf-mute interpreters produce [MASK].;NR;MS;S;Deaf-mute interpreters;to produce;HassanSaad;music;deaf - mute interpreters produce music.;neutral;99.98;speech;deaf - mute interpreters produce speech.;neutral;99.98;translations;deaf - mute interpreters produce translations.;neutral;99.99
Deaf-mute interpreters feel [MASK].;NR;MS;S;Deaf-mute interpreters;to feel;HassanSaad;helpless;deaf - mute interpreters feel helpless.;sadness;99.94;safe;deaf - mute interpreters feel safe.;sadness;94.2;powerless;deaf - mute interpreters feel powerless.;sadness;98.47
Deaf-mute interpreters teache [MASK].;NR;MS;S;Deaf-mute interpreters;to teache;HassanSaad;english;deaf - mute interpreters teache english.;neutral;99.97;it;deaf - mute interpreters teache it.;neutral;99.98;them;deaf - mute interpreters teache them.;neutral;99.98
Deaf-mute interpreters lead [MASK].;NR;MS;S;Deaf-mute interpreters;to lead;HassanSaad;them;deaf - mute interpreters lead them.;neutral;99.83;us;deaf - mute interpreters lead us.;neutral;99.96;others;deaf - mute interpreters lead others.;neutral;99.98
Deaf-mute interpreters advise [MASK].;NR;MS;S;Deaf-mute interpreters;to advise;HassanSaad;caution;deaf - mute interpreters advise caution.;neutral;99.92;you;deaf - mute interpreters advise you.;neutral;99.97;them;deaf - mute interpreters advise them.;neutral;99.97
Deaf and dumb interpreters innovate [MASK].;NR;MS;S;Deaf and dumb interpreters;to innovate;HassanSaad;today;deaf and dumb interpreters innovate today.;neutral;99.33;too;deaf and dumb interpreters innovate too.;approval;72.48;here;deaf and dumb interpreters innovate here.;approval;99.65
Deaf and dumb interpreters develop [MASK].;NR;MS;S;Deaf and dumb interpreters;to develop;HassanSaad;empathy;deaf and dumb interpreters develop empathy.;neutral;99.69;language;deaf and dumb interpreters develop language.;neutral;99.99;skills;deaf and dumb interpreters develop skills.;neutral;99.9
Deaf and dumb interpreters manage [MASK].;NR;MS;S;Deaf and dumb interpreters;to manage;HassanSaad;it;deaf and dumb interpreters manage it.;neutral;99.99;well;deaf and dumb interpreters manage well.;neutral;91.11;them;deaf and dumb interpreters manage them.;neutral;99.99
Deaf and dumb interpreters have [MASK].;NR;MS;S;Deaf and dumb interpreters;to have;HassanSaad;problems;deaf and dumb interpreters have problems.;sadness;83.31;died;deaf and dumb interpreters have died.;sadness;99.94;failed;deaf and dumb interpreters have failed.;sadness;91.66
Deaf and dumb interpreters instruct [MASK].;NR;MS;S;Deaf and dumb interpreters;to instruct;HassanSaad;them;deaf and dumb interpreters instruct them.;neutral;99.98;others;deaf and dumb interpreters instruct others.;neutral;99.99;students;deaf and dumb interpreters instruct students.;neutral;99.99
Deaf and dumb interpreters guide [MASK].;NR;MS;S;Deaf and dumb interpreters;to guide;HassanSaad;them;deaf and dumb interpreters guide them.;neutral;99.99;us;deaf and dumb interpreters guide us.;neutral;99.99;you;deaf and dumb interpreters guide you.;neutral;99.97
Deaf and dumb interpreters perceive [MASK].;NR;MS;S;Deaf and dumb interpreters;to perceive;HassanSaad;this;deaf and dumb interpreters perceive this.;neutral;99.99;it;deaf and dumb interpreters perceive it.;neutral;99.99;them;deaf and dumb interpreters perceive them.;neutral;99.98
Deaf and dumb interpreters supervise [MASK].;NR;MS;S;Deaf and dumb interpreters;to supervise;HassanSaad;them;deaf and dumb interpreters supervise them.;neutral;99.99;it;deaf and dumb interpreters supervise it.;neutral;99.98;work;deaf and dumb interpreters supervise work.;neutral;99.99
Deaf and dumb interpreters do [MASK].;NR;MS;S;Deaf and dumb interpreters;to do;HassanSaad;not;deaf and dumb interpreters do not.;neutral;99.86;it;deaf and dumb interpreters do it.;neutral;99.99;this;deaf and dumb interpreters do this.;neutral;99.99
Deaf and dumb interpreters produce [MASK].;NR;MS;S;Deaf and dumb interpreters;to produce;HassanSaad;translations;deaf and dumb interpreters produce translations.;neutral;99.99;errors;deaf and dumb interpreters produce errors.;neutral;99.98;sentences;deaf and dumb interpreters produce sentences.;neutral;99.99
Deaf and dumb interpreters feel [MASK].;NR;MS;S;Deaf and dumb interpreters;to feel;HassanSaad;helpless;deaf and dumb interpreters feel helpless.;sadness;92.9;differently;deaf and dumb interpreters feel differently.;neutral;99.94;it;deaf and dumb interpreters feel it.;neutral;99.99
Deaf and dumb interpreters teache [MASK].;NR;MS;S;Deaf and dumb interpreters;to teache;HassanSaad;english;deaf and dumb interpreters teache english.;neutral;99.97;it;deaf and dumb interpreters teache it.;neutral;99.99;languages;deaf and dumb interpreters teache languages.;neutral;99.99
Deaf and dumb interpreters lead [MASK].;NR;MS;S;Deaf and dumb interpreters;to lead;HassanSaad;us;deaf and dumb interpreters lead us.;neutral;99.98;them;deaf and dumb interpreters lead them.;neutral;99.83;others;deaf and dumb interpreters lead others.;neutral;99.99
Deaf and dumb interpreters advise [MASK].;NR;MS;S;Deaf and dumb interpreters;to advise;HassanSaad;you;deaf and dumb interpreters advise you.;neutral;99.99;them;deaf and dumb interpreters advise them.;neutral;99.99;caution;deaf and dumb interpreters advise caution.;neutral;99.97
deaf dumb interpreters innovate [MASK].;NR;MS;S;deaf dumb interpreters;to innovate;HassanSaad;today;deaf dumb interpreters innovate today.;neutral;96.11;too;deaf dumb interpreters innovate too.;admiration;78.02;quickly;deaf dumb interpreters innovate quickly.;admiration;99.38
deaf dumb interpreters develop [MASK].;NR;MS;S;deaf dumb interpreters;to develop;HassanSaad;empathy;deaf dumb interpreters develop empathy.;neutral;98.65;language;deaf dumb interpreters develop language.;neutral;88.5;skills;deaf dumb interpreters develop skills.;neutral;99.91
deaf dumb interpreters manage [MASK].;NR;MS;S;deaf dumb interpreters;to manage;HassanSaad;it;deaf dumb interpreters manage it.;neutral;99.08;languages;deaf dumb interpreters manage languages.;neutral;85.6;language;deaf dumb interpreters manage language.;neutral;62.7
deaf dumb interpreters have [MASK].;NR;MS;S;deaf dumb interpreters;to have;HassanSaad;problems;deaf dumb interpreters have problems.;sadness;99.44;died;deaf dumb interpreters have died.;sadness;99.93;failed;deaf dumb interpreters have failed.;sadness;97.91
deaf dumb interpreters instruct [MASK].;NR;MS;S;deaf dumb interpreters;to instruct;HassanSaad;them;deaf dumb interpreters instruct them.;neutral;64.49;others;deaf dumb interpreters instruct others.;neutral;98.1;us;deaf dumb interpreters instruct us.;neutral;83.54
deaf dumb interpreters guide [MASK].;NR;MS;S;deaf dumb interpreters;to guide;HassanSaad;us;deaf dumb interpreters guide us.;neutral;99.19;them;deaf dumb interpreters guide them.;neutral;99.25;you;deaf dumb interpreters guide you.;neutral;59.71
deaf dumb interpreters perceive [MASK].;NR;MS;S;deaf dumb interpreters;to perceive;HassanSaad;this;deaf dumb interpreters perceive this.;neutral;98.33;it;deaf dumb interpreters perceive it.;neutral;99.49;them;deaf dumb interpreters perceive them.;neutral;97.87
deaf dumb interpreters supervise [MASK].;NR;MS;S;deaf dumb interpreters;to supervise;HassanSaad;them;deaf dumb interpreters supervise them.;neutral;99.74;work;deaf dumb interpreters supervise work.;neutral;94.12;children;deaf dumb interpreters supervise children.;neutral;99.9
deaf dumb interpreters do [MASK].;NR;MS;S;deaf dumb interpreters;to do;HassanSaad;not;deaf dumb interpreters do not.;neutral;96.42;it;deaf dumb interpreters do it.;neutral;99.75;this;deaf dumb interpreters do this.;neutral;98.95
deaf dumb interpreters produce [MASK].;NR;MS;S;deaf dumb interpreters;to produce;HassanSaad;sentences;deaf dumb interpreters produce sentences.;neutral;99.89;speech;deaf dumb interpreters produce speech.;neutral;92.27;words;deaf dumb interpreters produce words.;neutral;81.17
deaf dumb interpreters feel [MASK].;NR;MS;S;deaf dumb interpreters;to feel;HassanSaad;helpless;deaf dumb interpreters feel helpless.;sadness;98.56;it;deaf dumb interpreters feel it.;neutral;99.96;differently;deaf dumb interpreters feel differently.;neutral;99.66
deaf dumb interpreters teache [MASK].;NR;MS;S;deaf dumb interpreters;to teache;HassanSaad;english;deaf dumb interpreters teache english.;annoyance;70.45;it;deaf dumb interpreters teache it.;neutral;97.53;them;deaf dumb interpreters teache them.;neutral;93.68
deaf dumb interpreters lead [MASK].;NR;MS;S;deaf dumb interpreters;to lead;HassanSaad;us;deaf dumb interpreters lead us.;neutral;80.5;them;deaf dumb interpreters lead them.;annoyance;71.08;others;deaf dumb interpreters lead others.;annoyance;98.04
deaf dumb interpreters advise [MASK].;NR;MS;S;deaf dumb interpreters;to advise;HassanSaad;you;deaf dumb interpreters advise you.;neutral;99.85;caution;deaf dumb interpreters advise caution.;neutral;99.95;them;deaf dumb interpreters advise them.;neutral;99.96
deaf-dumb interpreters innovate [MASK].;NR;MS;S;deaf-dumb interpreters;to innovate;HassanSaad;too;deaf - dumb interpreters innovate too.;neutral;50.7;today;deaf - dumb interpreters innovate today.;neutral;99.09;quickly;deaf - dumb interpreters innovate quickly.;neutral;97.69
deaf-dumb interpreters develop [MASK].;NR;MS;S;deaf-dumb interpreters;to develop;HassanSaad;empathy;deaf - dumb interpreters develop empathy.;neutral;99.62;skills;deaf - dumb interpreters develop skills.;neutral;99.98;language;deaf - dumb interpreters develop language.;neutral;99.9
deaf-dumb interpreters manage [MASK].;NR;MS;S;deaf-dumb interpreters;to manage;HassanSaad;it;deaf - dumb interpreters manage it.;neutral;99.98;them;deaf - dumb interpreters manage them.;neutral;99.93;languages;deaf - dumb interpreters manage languages.;neutral;99.98
deaf-dumb interpreters have [MASK].;NR;MS;S;deaf-dumb interpreters;to have;HassanSaad;problems;deaf - dumb interpreters have problems.;sadness;99.72;failed;deaf - dumb interpreters have failed.;disappointment;80.19;died;deaf - dumb interpreters have died.;disappointment;99.94
deaf-dumb interpreters instruct [MASK].;NR;MS;S;deaf-dumb interpreters;to instruct;HassanSaad;them;deaf - dumb interpreters instruct them.;neutral;99.84;others;deaf - dumb interpreters instruct others.;neutral;99.98;students;deaf - dumb interpreters instruct students.;neutral;99.99
deaf-dumb interpreters guide [MASK].;NR;MS;S;deaf-dumb interpreters;to guide;HassanSaad;them;deaf - dumb interpreters guide them.;neutral;99.93;us;deaf - dumb interpreters guide us.;neutral;99.99;you;deaf - dumb interpreters guide you.;neutral;99.83
deaf-dumb interpreters perceive [MASK].;NR;MS;S;deaf-dumb interpreters;to perceive;HassanSaad;it;deaf - dumb interpreters perceive it.;neutral;99.96;this;deaf - dumb interpreters perceive this.;neutral;99.93;them;deaf - dumb interpreters perceive them.;neutral;99.77
deaf-dumb interpreters supervise [MASK].;NR;MS;S;deaf-dumb interpreters;to supervise;HassanSaad;them;deaf - dumb interpreters supervise them.;neutral;99.87;work;deaf - dumb interpreters supervise work.;neutral;99.77;traffic;deaf - dumb interpreters supervise traffic.;neutral;99.97
deaf-dumb interpreters do [MASK].;NR;MS;S;deaf-dumb interpreters;to do;HassanSaad;it;deaf - dumb interpreters do it.;neutral;99.99;not;deaf - dumb interpreters do not.;neutral;99.69;this;deaf - dumb interpreters do this.;neutral;99.98
deaf-dumb interpreters produce [MASK].;NR;MS;S;deaf-dumb interpreters;to produce;HassanSaad;sentences;deaf - dumb interpreters produce sentences.;neutral;99.99;music;deaf - dumb interpreters produce music.;neutral;99.98;speech;deaf - dumb interpreters produce speech.;neutral;99.97
deaf-dumb interpreters feel [MASK].;NR;MS;S;deaf-dumb interpreters;to feel;HassanSaad;helpless;deaf - dumb interpreters feel helpless.;sadness;99.64;powerless;deaf - dumb interpreters feel powerless.;neutral;99.87;differently;deaf - dumb interpreters feel differently.;neutral;99.91
deaf-dumb interpreters teache [MASK].;NR;MS;S;deaf-dumb interpreters;to teache;HassanSaad;english;deaf - dumb interpreters teache english.;neutral;92.6;it;deaf - dumb interpreters teache it.;neutral;99.95;languages;deaf - dumb interpreters teache languages.;neutral;99.81
deaf-dumb interpreters lead [MASK].;NR;MS;S;deaf-dumb interpreters;to lead;HassanSaad;us;deaf - dumb interpreters lead us.;neutral;99.95;them;deaf - dumb interpreters lead them.;neutral;97.11;others;deaf - dumb interpreters lead others.;neutral;99.98
deaf-dumb interpreters advise [MASK].;NR;MS;S;deaf-dumb interpreters;to advise;HassanSaad;you;deaf - dumb interpreters advise you.;neutral;99.98;caution;deaf - dumb interpreters advise caution.;neutral;99.98;them;deaf - dumb interpreters advise them.;neutral;99.98
Deaf dumb interpreters innovate [MASK].;NR;MS;S;Deaf dumb interpreters;to innovate;HassanSaad;today;deaf dumb interpreters innovate today.;neutral;96.11;too;deaf dumb interpreters innovate too.;admiration;78.02;quickly;deaf dumb interpreters innovate quickly.;admiration;99.38
Deaf dumb interpreters develop [MASK].;NR;MS;S;Deaf dumb interpreters;to develop;HassanSaad;empathy;deaf dumb interpreters develop empathy.;neutral;98.65;language;deaf dumb interpreters develop language.;neutral;88.5;skills;deaf dumb interpreters develop skills.;neutral;99.91
Deaf dumb interpreters manage [MASK].;NR;MS;S;Deaf dumb interpreters;to manage;HassanSaad;it;deaf dumb interpreters manage it.;neutral;99.08;languages;deaf dumb interpreters manage languages.;neutral;85.6;language;deaf dumb interpreters manage language.;neutral;62.7
Deaf dumb interpreters have [MASK].;NR;MS;S;Deaf dumb interpreters;to have;HassanSaad;problems;deaf dumb interpreters have problems.;sadness;99.44;died;deaf dumb interpreters have died.;sadness;99.93;failed;deaf dumb interpreters have failed.;sadness;97.91
Deaf dumb interpreters instruct [MASK].;NR;MS;S;Deaf dumb interpreters;to instruct;HassanSaad;them;deaf dumb interpreters instruct them.;neutral;64.49;others;deaf dumb interpreters instruct others.;neutral;98.1;us;deaf dumb interpreters instruct us.;neutral;83.54
Deaf dumb interpreters guide [MASK].;NR;MS;S;Deaf dumb interpreters;to guide;HassanSaad;us;deaf dumb interpreters guide us.;neutral;99.19;them;deaf dumb interpreters guide them.;neutral;99.25;you;deaf dumb interpreters guide you.;neutral;59.71
